score_min,clase_mas_cercana,score_EA,score_EW,score_LPV,score_RRab,score_RRc,score_RRd,score_RS CVn,rank_percentil,es_ood_real,clase_real,id_objeto
0.3717062295485664,EW,0.5193093479587958,0.3717062295485664,0.5151422278799558,0.40846373420890886,0.40688093929135344,0.39466102049525,0.4353792619764142,19.95157917904699,0,EW,CSS_J173822.3+541006
0.3807627769320443,EW,0.49565547450991215,0.3807627769320443,0.49614371494779463,0.42615285536892045,0.4301359521492633,0.41129048416831243,0.42112530337182624,33.91658413117641,0,EW,CSS_J035942.1+250122
0.3597348893468421,RS CVn,0.492925551860316,0.41878559177705027,0.5107403684911908,0.5220464898456854,0.5388784941523683,0.5624052670700207,0.3597348893468421,4.787058435127105,0,EW,CSS_J050004.2+005836
0.4401681072442526,EA,0.4401681072442526,0.5556293328247323,0.6242944326551862,0.6068583023513732,0.6438151611281598,0.6142969056983669,0.4532263549230905,83.40486409155938,0,EW,CSS_J052607.7+002624
0.43980387414952316,RRab,0.5843660673223223,0.47293682758912636,0.5467190461895204,0.43980387414952316,0.49519489445214043,0.4778016082149642,0.5258551692097574,83.22878837900298,0,EW,CSS_J231219.3+372824
0.6565018243767861,EA,0.6565018243767861,0.7256256662893331,0.6679295547400564,0.7537699403626041,0.7583160795498229,0.7750081527886084,0.6894854585043916,99.84593375151314,0,EW,CSS_J222826.9+211010
0.42352461777395817,EW,0.5367019269876971,0.42352461777395817,0.4898563188571974,0.45678365035050766,0.5363088227398995,0.5210074224941861,0.4947484001334389,74.61208319577418,0,EW,CSS_J104514.6+521648
0.4519155200908345,EW,0.5562978480785575,0.4519155200908345,0.48441488461148463,0.47411587286648216,0.5078173112445303,0.5443009886442888,0.5029898073325161,87.6967095851216,0,EW,CSS_J040227.2+260434
0.4334964524776945,EA,0.4334964524776945,0.6107211909845589,0.630493764572301,0.6496210039580385,0.6959605017070112,0.6470178320408099,0.5028111703142036,80.46660063827446,0,EW,CSS_J180350.8+340926
0.4477542362167873,RS CVn,0.5588160608714191,0.47023928039822915,0.5845384794359757,0.512682476090744,0.5094440234939941,0.5206236544221492,0.4477542362167873,86.34312754484428,0,RRab,CSS_J083404.6+124509
0.3573665256068501,RRc,0.5410980201292838,0.41319084671920814,0.525883908541981,0.41601300591644064,0.3573665256068501,0.3916681393502548,0.4383670614727455,3.1803675580499617,0,RRc,CSS_J130333.6+154001
0.36791174161863266,RS CVn,0.41196063264402416,0.42378266266566705,0.5355254086290506,0.5516351780498057,0.5785496987076404,0.5518582414970798,0.36791174161863266,14.504236821833388,0,EW,CSS_J072817.1+373857
0.3810031035227676,RS CVn,0.5178079527787993,0.3921362524836818,0.5409399477514237,0.4859077338045639,0.4478231878487344,0.44313532937347117,0.3810031035227676,34.2687355562892,0,EW,CSS_J103638.1+030423
0.35448631280771686,RRc,0.5479682742534531,0.4123857129552365,0.5333341269943269,0.40617393320623596,0.35448631280771686,0.3777765528797035,0.4413514363461939,1.6727192692857928,0,RRc,CSS_J142853.6-111124
0.37858485743546105,RS CVn,0.5060491131735405,0.4032996946555379,0.5251030689990016,0.504821831566902,0.5025534316682725,0.49265751422668813,0.37858485743546105,30.670188180917794,0,EW,CSS_J035308.1-024445
0.44280850089463525,EA,0.44280850089463525,0.4676755225738952,0.5236984595444782,0.5019066153934081,0.6148035901414716,0.5580636630619663,0.5108563650240974,84.48332783096731,0,EW,CSS_J232838.0+400336
0.46362465049831214,RS CVn,0.5577703753674393,0.49985183771256136,0.6032658494535863,0.5594797240418694,0.5582950002763923,0.5648330830745545,0.46362465049831214,90.86607241113678,0,EW,CSS_J090504.5+351854
0.4040169387163684,RRd,0.5435039939399634,0.41332715978196466,0.5386310478482286,0.4736195372311316,0.4423763947714784,0.4040169387163684,0.41795022468594767,60.04181798173215,0,RS CVn,CSS_J053058.0-034529
