modo,RF_ACC,RF_BAL,RF_TIME,LOG_ACC,LOG_BAL,LOG_TIME
almacenamiento,0.869,0.6389818048536172,6.567570447921753,0.671875,0.7376454710257454,0.9403665065765381
temporal_real,0.869,0.6389818048536172,6.746298789978027,0.671875,0.7376454710257454,1.109677791595459
barajado,0.86875,0.6397450808878423,6.443396806716919,0.669125,0.7404796616238617,0.8843400478363037
