n_original,n_relleno_cola,n_efectivo,cola_target_constante,empates_intermedios
45,0,45,False,13
266,0,266,False,34
605,0,605,False,77
208,0,208,False,5
492,0,492,False,49
1012,0,1012,False,88
322,0,322,False,41
569,0,569,False,62
173,0,173,False,0
147,0,147,False,4
767,0,767,False,66
430,0,430,False,19
1067,0,1067,False,376
174,0,174,False,7
167,0,167,False,0
654,0,654,False,99
210,0,210,False,6
764,0,764,False,259
664,0,664,False,90
250,0,250,False,5
1111,0,1111,False,397
78,0,78,False,10
1012,0,1012,False,129
274,0,274,False,3
858,0,858,False,129
329,0,329,False,38
382,0,382,False,54
79,0,79,False,26
576,0,576,False,40
157,0,157,False,59
582,0,582,False,140
403,0,403,False,52
582,0,582,False,136
33,0,33,False,6
318,0,318,False,46
77,0,77,False,21
772,0,772,False,132
56,0,56,False,1
1442,0,1442,False,399
880,0,880,False,150
349,0,349,False,30
628,0,628,False,83
249,0,249,False,25
1107,0,1107,False,372
269,0,269,False,9
367,0,367,False,24
1034,0,1034,False,369
30,0,30,False,6
236,0,236,False,7
88,0,88,False,23
47,0,47,False,0
978,0,978,False,340
689,0,689,False,106
699,0,699,False,228
228,0,228,False,7
212,0,212,False,8
705,0,705,False,261
566,0,566,False,83
601,0,601,False,239
802,0,802,False,140
664,0,664,False,100
147,0,147,False,4
503,0,503,False,62
444,0,444,False,40
653,0,653,False,87
695,0,695,False,102
333,0,333,False,34
381,0,381,False,24
521,0,521,False,79
1003,0,1003,False,134
508,0,508,False,45
1410,0,1410,False,383
104,0,104,False,42
1811,0,1811,False,573
413,0,413,False,13
247,0,247,False,11
548,1,547,True,285
698,0,698,False,123
1159,0,1159,False,490
138,0,138,False,4
1169,0,1169,False,121
192,0,192,False,46
455,0,455,False,21
423,0,423,False,45
493,0,493,False,29
373,0,373,False,44
155,0,155,False,7
142,0,142,False,4
492,0,492,False,56
885,0,885,False,273
484,0,484,False,92
998,0,998,False,206
634,0,634,False,124
300,0,300,False,13
196,0,196,False,2
33,0,33,False,10
288,0,288,False,37
67,0,67,False,14
1781,0,1781,False,413
1737,0,1737,False,463
1712,0,1712,False,450
718,1,717,True,367
424,0,424,False,184
372,0,372,False,50
454,0,454,False,60
92,0,92,False,1
1012,0,1012,False,169
657,0,657,False,86
494,0,494,False,42
451,0,451,False,52
233,0,233,False,20
300,0,300,False,33
466,0,466,False,48
600,0,600,False,79
567,0,567,False,257
583,0,583,False,140
905,0,905,False,91
993,0,993,False,87
164,0,164,False,6
683,0,683,False,120
321,0,321,False,7
598,0,598,False,240
342,0,342,False,37
563,0,563,False,48
1136,0,1136,False,78
55,0,55,False,16
278,0,278,False,11
1433,0,1433,False,435
584,0,584,False,72
47,0,47,False,11
292,0,292,False,23
519,0,519,False,60
526,0,526,False,147
45,0,45,False,12
557,0,557,False,58
509,0,509,False,62
427,0,427,False,53
287,0,287,False,35
1148,0,1148,False,502
816,0,816,False,297
231,0,231,False,4
206,0,206,False,6
184,0,184,False,2
398,0,398,False,55
154,0,154,False,22
211,0,211,False,10
715,0,715,False,121
207,0,207,False,2
279,0,279,False,5
1152,0,1152,False,303
759,0,759,False,158
1215,0,1215,False,239
1157,0,1157,False,334
1124,1,1123,True,626
297,0,297,False,16
211,0,211,False,8
1014,0,1014,False,294
366,0,366,False,66
260,0,260,False,23
284,0,284,False,3
362,0,362,False,24
305,0,305,False,30
953,0,953,False,95
90,0,90,False,28
407,0,407,False,13
473,0,473,False,200
158,0,158,False,6
595,0,595,False,77
562,0,562,False,93
270,0,270,False,9
668,0,668,False,263
706,0,706,False,118
270,0,270,False,5
1014,0,1014,False,294
421,0,421,False,53
1108,0,1108,False,86
452,0,452,False,46
1520,0,1520,False,532
254,0,254,False,14
546,1,545,True,289
270,0,270,False,3
246,0,246,False,30
872,0,872,False,150
272,0,272,False,11
455,0,455,False,54
49,0,49,False,10
858,0,858,False,260
170,0,170,False,1
696,0,696,False,61
584,0,584,False,90
764,0,764,False,217
589,0,589,False,96
1093,0,1093,False,124
891,0,891,False,146
458,0,458,False,23
1848,0,1848,False,542
464,0,464,False,107
250,0,250,False,18
524,0,524,False,88
582,0,582,False,87
282,0,282,False,16
267,0,267,False,10
217,0,217,False,16
103,0,103,False,14
541,0,541,False,126
1238,0,1238,False,120
236,0,236,False,14
570,0,570,False,61
597,0,597,False,133
238,0,238,False,5
436,0,436,False,54
818,0,818,False,135
128,0,128,False,9
850,0,850,False,63
270,0,270,False,14
79,0,79,False,23
84,0,84,False,26
200,0,200,False,5
121,0,121,False,9
46,0,46,False,11
1250,0,1250,False,330
331,0,331,False,15
222,0,222,False,2
598,0,598,False,101
634,0,634,False,121
796,0,796,False,283
824,0,824,False,210
123,0,123,False,1
188,0,188,False,1
1428,0,1428,False,478
47,0,47,False,12
585,0,585,False,69
52,0,52,False,17
212,0,212,False,3
369,0,369,False,22
459,0,459,False,24
1015,0,1015,False,210
597,0,597,False,141
274,0,274,False,5
163,0,163,False,5
558,0,558,False,92
282,0,282,False,22
367,0,367,False,10
263,0,263,False,42
358,0,358,False,7
397,0,397,False,55
268,0,268,False,9
345,0,345,False,6
50,0,50,False,12
390,0,390,False,51
396,0,396,False,80
276,0,276,False,13
291,0,291,False,37
701,0,701,False,192
428,0,428,False,47
412,0,412,False,56
304,0,304,False,7
270,0,270,False,10
527,0,527,False,45
325,0,325,False,17
41,0,41,False,0
425,0,425,False,44
254,0,254,False,9
955,0,955,False,88
1152,0,1152,False,196
128,0,128,False,1
1258,0,1258,False,308
276,0,276,False,37
344,0,344,False,47
1782,1,1781,True,955
298,0,298,False,27
872,0,872,False,82
256,0,256,False,6
296,0,296,False,24
408,0,408,False,59
497,0,497,False,46
52,0,52,False,16
226,0,226,False,10
564,0,564,False,89
47,0,47,False,14
395,0,395,False,46
586,0,586,False,52
1156,0,1156,False,416
271,0,271,False,27
1153,0,1153,False,180
871,0,871,False,269
42,0,42,False,5
447,0,447,False,69
49,0,49,False,19
124,0,124,False,1
361,0,361,False,64
136,0,136,False,2
1207,0,1207,False,355
651,0,651,False,95
726,0,726,False,233
74,0,74,False,5
549,0,549,False,162
1055,0,1055,False,89
671,0,671,False,90
152,0,152,False,1
48,0,48,False,15
614,0,614,False,83
86,0,86,False,6
456,0,456,False,52
806,0,806,False,126
712,0,712,False,119
677,0,677,False,138
671,0,671,False,85
667,0,667,False,226
927,0,927,False,346
51,0,51,False,15
296,0,296,False,10
635,0,635,False,95
305,0,305,False,42
148,0,148,False,3
255,0,255,False,30
319,0,319,False,43
1350,0,1350,False,474
946,0,946,False,110
291,0,291,False,23
676,0,676,False,89
45,0,45,False,13
90,0,90,False,1
241,0,241,False,73
701,0,701,False,100
1751,0,1751,False,497
656,0,656,False,97
406,0,406,False,12
296,0,296,False,25
870,0,870,False,144
613,0,613,False,84
163,0,163,False,4
330,0,330,False,35
998,0,998,False,72
469,0,469,False,79
287,0,287,False,26
509,0,509,False,119
713,0,713,False,118
437,0,437,False,23
286,0,286,False,33
759,0,759,False,128
333,0,333,False,16
1152,0,1152,False,106
156,0,156,False,0
852,0,852,False,315
313,0,313,False,35
200,0,200,False,2
989,0,989,False,129
45,0,45,False,11
459,0,459,False,27
765,0,765,False,145
645,0,645,False,161
1220,0,1220,False,414
808,0,808,False,181
1096,0,1096,False,235
668,0,668,False,102
257,0,257,False,16
727,0,727,False,105
394,0,394,False,47
1096,0,1096,False,121
415,0,415,False,14
645,0,645,False,88
390,0,390,False,25
49,0,49,False,15
521,0,521,False,69
559,0,559,False,148
1257,0,1257,False,115
600,0,600,False,102
560,0,560,False,64
251,0,251,False,25
144,0,144,False,60
298,0,298,False,43
637,0,637,False,238
472,0,472,False,47
504,0,504,False,68
136,0,136,False,4
932,0,932,False,342
155,0,155,False,64
475,0,475,False,57
309,0,309,False,16
917,0,917,False,107
200,0,200,False,5
1114,0,1114,False,247
1096,0,1096,False,478
1143,0,1143,False,301
506,0,506,False,66
221,0,221,False,26
161,0,161,False,55
59,0,59,False,15
349,0,349,False,49
128,0,128,False,26
1221,0,1221,False,137
46,0,46,False,17
768,0,768,False,126
520,0,520,False,81
141,0,141,False,19
221,0,221,False,2
77,0,77,False,25
60,0,60,False,16
403,0,403,False,11
687,0,687,False,109
298,0,298,False,24
149,0,149,False,45
338,0,338,False,45
564,0,564,False,136
598,0,598,False,120
702,0,702,False,115
1052,0,1052,False,246
46,0,46,False,0
458,0,458,False,24
713,0,713,False,124
36,0,36,False,12
118,0,118,False,18
397,0,397,False,57
713,0,713,False,279
819,0,819,False,111
312,0,312,False,18
320,0,320,False,39
594,0,594,False,117
305,0,305,False,16
97,0,97,False,34
166,0,166,False,5
1210,0,1210,False,212
714,0,714,False,119
619,0,619,False,72
2276,0,2276,False,661
62,0,62,False,0
1131,0,1131,False,492
678,0,678,False,139
177,0,177,False,4
466,0,466,False,47
711,0,711,False,181
1149,0,1149,False,194
554,0,554,False,68
628,0,628,False,86
524,0,524,False,69
607,0,607,False,145
475,0,475,False,56
865,0,865,False,329
1085,0,1085,False,348
716,0,716,False,120
305,0,305,False,48
456,0,456,False,64
146,0,146,False,14
1046,0,1046,False,91
181,0,181,False,5
1030,0,1030,False,305
423,0,423,False,15
552,0,552,False,87
38,0,38,False,11
1777,0,1777,False,727
606,0,606,False,59
506,0,506,False,57
447,0,447,False,39
225,0,225,False,20
460,0,460,False,62
227,0,227,False,8
276,0,276,False,10
235,0,235,False,12
463,0,463,False,194
545,0,545,False,82
207,0,207,False,22
672,0,672,False,95
564,0,564,False,65
1336,0,1336,False,529
377,0,377,False,54
577,0,577,False,134
310,0,310,False,44
137,0,137,False,6
778,0,778,False,227
463,0,463,False,47
790,0,790,False,103
1166,0,1166,False,308
223,0,223,False,22
121,0,121,False,15
1170,0,1170,False,281
827,0,827,False,168
285,0,285,False,39
394,0,394,False,63
412,0,412,False,31
455,0,455,False,226
472,0,472,False,80
419,0,419,False,12
272,0,272,False,3
569,0,569,False,78
651,0,651,False,133
411,0,411,False,94
940,0,940,False,319
254,0,254,False,7
634,0,634,False,73
1427,0,1427,False,341
772,0,772,False,278
399,0,399,False,129
2054,0,2054,False,513
217,0,217,False,2
367,0,367,False,47
614,0,614,False,243
670,0,670,False,248
1010,0,1010,False,85
1255,0,1255,False,321
1011,0,1011,False,148
698,0,698,False,99
838,0,838,False,298
922,0,922,False,127
245,0,245,False,27
122,0,122,False,1
881,0,881,False,269
328,0,328,False,8
393,0,393,False,9
468,0,468,False,26
172,0,172,False,6
530,0,530,False,58
253,0,253,False,31
430,0,430,False,38
1505,0,1505,False,486
80,0,80,False,20
461,0,461,False,17
719,0,719,False,233
393,0,393,False,60
347,0,347,False,37
176,0,176,False,6
305,0,305,False,14
278,0,278,False,13
377,0,377,False,50
223,0,223,False,9
42,0,42,False,15
409,0,409,False,91
1046,0,1046,False,108
1115,0,1115,False,103
175,0,175,False,10
166,0,166,False,5
630,0,630,False,126
47,0,47,False,10
438,0,438,False,49
1246,0,1246,False,103
986,0,986,False,110
422,0,422,False,16
804,0,804,False,117
688,0,688,False,80
260,0,260,False,12
536,0,536,False,77
628,0,628,False,73
78,0,78,False,20
706,0,706,False,95
958,0,958,False,77
804,0,804,False,193
385,0,385,False,52
237,0,237,False,11
110,0,110,False,39
448,0,448,False,32
382,0,382,False,43
1659,0,1659,False,534
72,0,72,False,20
307,0,307,False,35
415,0,415,False,54
1166,0,1166,False,305
923,0,923,False,75
362,0,362,False,11
320,0,320,False,33
279,0,279,False,26
865,0,865,False,219
2329,0,2329,False,828
1433,0,1433,False,340
547,0,547,False,100
654,0,654,False,178
159,0,159,False,3
35,0,35,False,12
398,0,398,False,35
863,0,863,False,266
435,0,435,False,17
228,0,228,False,11
242,0,242,False,10
503,0,503,False,134
679,0,679,False,176
495,0,495,False,60
601,0,601,False,238
273,0,273,False,30
230,0,230,False,12
307,0,307,False,35
544,0,544,False,42
332,0,332,False,33
195,0,195,False,2
113,0,113,False,1
416,0,416,False,57
276,0,276,False,9
220,0,220,False,0
408,0,408,False,14
512,0,512,False,78
414,0,414,False,32
1064,0,1064,False,298
557,0,557,False,116
372,0,372,False,20
2250,0,2250,False,583
954,0,954,False,230
292,0,292,False,37
594,0,594,False,78
53,0,53,False,16
502,0,502,False,49
1198,0,1198,False,315
219,0,219,False,0
240,0,240,False,5
1468,0,1468,False,550
548,0,548,False,89
46,0,46,False,18
229,0,229,False,31
253,0,253,False,30
55,0,55,False,0
350,0,350,False,5
277,0,277,False,33
591,0,591,False,58
742,0,742,False,264
185,0,185,False,3
249,0,249,False,27
121,0,121,False,3
90,0,90,False,37
391,0,391,False,45
501,0,501,False,79
792,0,792,False,143
390,0,390,False,41
342,0,342,False,26
283,0,283,False,5
383,0,383,False,59
170,0,170,False,0
511,0,511,False,56
1880,0,1880,False,750
468,0,468,False,24
1275,0,1275,False,295
1107,0,1107,False,288
407,0,407,False,11
195,0,195,False,2
427,0,427,False,56
1158,0,1158,False,340
85,0,85,False,23
707,0,707,False,120
395,0,395,False,36
735,0,735,False,255
640,0,640,False,197
574,0,574,False,104
233,0,233,False,21
268,0,268,False,9
475,0,475,False,21
299,0,299,False,13
50,0,50,False,13
357,0,357,False,23
55,0,55,False,19
412,0,412,False,46
924,0,924,False,156
47,0,47,False,17
709,0,709,False,115
1056,0,1056,False,314
509,0,509,False,50
710,0,710,False,121
47,0,47,False,16
448,1,447,True,236
930,0,930,False,196
1179,0,1179,False,438
191,0,191,False,2
189,0,189,False,10
419,0,419,False,63
312,0,312,False,36
1156,0,1156,False,381
213,0,213,False,7
474,0,474,False,54
481,0,481,False,58
386,0,386,False,52
1025,0,1025,False,79
159,0,159,False,4
282,0,282,False,37
262,0,262,False,12
446,0,446,False,49
326,0,326,False,43
1841,0,1841,False,835
49,0,49,False,15
377,0,377,False,23
233,0,233,False,6
1112,0,1112,False,393
693,0,693,False,124
242,0,242,False,19
452,0,452,False,62
564,0,564,False,60
1104,0,1104,False,383
737,0,737,False,124
353,0,353,False,38
315,0,315,False,33
1161,0,1161,False,384
55,0,55,False,17
399,0,399,False,33
890,0,890,False,80
353,0,353,False,18
794,0,794,False,139
245,0,245,False,13
750,0,750,False,157
274,0,274,False,54
489,0,489,False,69
724,0,724,False,233
1113,0,1113,False,182
141,0,141,False,4
249,0,249,False,28
336,0,336,False,29
220,0,220,False,6
179,0,179,False,6
69,0,69,False,21
468,0,468,False,60
478,0,478,False,26
289,0,289,False,16
459,0,459,False,30
289,0,289,False,17
152,0,152,False,51
293,0,293,False,40
308,0,308,False,16
343,0,343,False,39
942,0,942,False,109
1155,0,1155,False,380
457,0,457,False,22
143,0,143,False,35
366,0,366,False,60
80,0,80,False,24
726,0,726,False,189
857,0,857,False,86
1650,0,1650,False,431
356,0,356,False,10
702,0,702,False,80
577,0,577,False,136
73,0,73,False,19
540,0,540,False,58
504,0,504,False,32
217,0,217,False,8
294,0,294,False,13
156,0,156,False,2
223,0,223,False,1
55,0,55,False,15
726,0,726,False,286
684,0,684,False,183
306,0,306,False,38
691,0,691,False,100
657,0,657,False,108
1104,0,1104,False,105
139,0,139,False,11
350,0,350,False,52
910,0,910,False,176
1644,0,1644,False,431
392,0,392,False,43
661,0,661,False,90
602,0,602,False,81
1057,0,1057,False,86
762,1,761,True,450
1066,0,1066,False,377
374,0,374,False,24
440,0,440,False,61
868,0,868,False,131
263,0,263,False,2
171,0,171,False,8
461,0,461,False,62
395,0,395,False,48
639,0,639,False,144
71,0,71,False,18
256,0,256,False,24
697,0,697,False,249
179,0,179,False,3
375,0,375,False,50
427,0,427,False,55
280,0,280,False,28
247,0,247,False,8
288,0,288,False,31
89,0,89,False,4
276,0,276,False,21
57,0,57,False,0
188,0,188,False,3
902,0,902,False,92
651,0,651,False,89
463,0,463,False,49
47,0,47,False,15
330,0,330,False,43
656,0,656,False,177
300,0,300,False,50
669,0,669,False,105
1275,0,1275,False,106
436,0,436,False,91
331,0,331,False,33
305,0,305,False,8
1016,0,1016,False,339
331,0,331,False,9
789,0,789,False,138
707,0,707,False,122
1237,0,1237,False,100
1260,0,1260,False,521
689,0,689,False,96
252,0,252,False,103
433,0,433,False,53
132,0,132,False,14
695,0,695,False,117
1526,0,1526,False,383
581,0,581,False,67
1161,0,1161,False,499
532,0,532,False,83
1057,0,1057,False,321
134,0,134,False,28
495,0,495,False,132
299,0,299,False,11
330,0,330,False,39
4282,1,4281,True,2862
590,0,590,False,95
671,0,671,False,97
1108,0,1108,False,290
322,0,322,False,6
1004,0,1004,False,199
724,0,724,False,125
572,0,572,False,106
1038,0,1038,False,85
1954,0,1954,False,449
105,0,105,False,50
300,0,300,False,30
363,0,363,False,58
381,0,381,False,25
222,0,222,False,4
1087,0,1087,False,353
1094,0,1094,False,123
76,0,76,False,18
606,0,606,False,217
1016,0,1016,False,100
718,0,718,False,85
57,0,57,False,14
463,0,463,False,22
1001,0,1001,False,89
912,0,912,False,305
264,0,264,False,25
427,0,427,False,57
242,0,242,False,71
255,0,255,False,30
974,0,974,False,164
1235,0,1235,False,99
684,0,684,False,106
758,0,758,False,272
214,0,214,False,10
388,0,388,False,63
30,0,30,False,0
525,0,525,False,75
547,0,547,False,77
394,0,394,False,48
407,0,407,False,56
792,0,792,False,210
398,0,398,False,31
460,0,460,False,26
44,0,44,False,14
1158,0,1158,False,388
796,0,796,False,45
302,0,302,False,29
403,0,403,False,43
2218,0,2218,False,964
675,0,675,False,133
1226,0,1226,False,299
243,0,243,False,7
864,0,864,False,263
353,0,353,False,62
49,0,49,False,11
599,0,599,False,79
138,0,138,False,0
135,0,135,False,14
73,0,73,False,17
1094,0,1094,False,101
622,0,622,False,222
289,0,289,False,9
857,0,857,False,323
114,0,114,False,5
2141,0,2141,False,793
444,0,444,False,25
393,0,393,False,43
49,0,49,False,12
418,0,418,False,43
95,0,95,False,34
1018,0,1018,False,307
25,0,25,False,2
438,0,438,False,82
191,0,191,False,2
160,0,160,False,4
246,0,246,False,29
90,0,90,False,52
348,0,348,False,48
144,0,144,False,19
381,0,381,False,43
491,0,491,False,58
222,0,222,False,27
734,0,734,False,248
424,0,424,False,43
667,0,667,False,177
275,0,275,False,3
1109,0,1109,False,369
593,0,593,False,131
697,0,697,False,115
603,0,603,False,116
974,0,974,False,122
974,0,974,False,365
157,0,157,False,6
350,0,350,False,36
959,0,959,False,107
483,0,483,False,43
611,0,611,False,89
1378,0,1378,False,428
471,0,471,False,42
642,2,640,True,441
668,0,668,False,84
665,0,665,False,219
360,0,360,False,125
312,0,312,False,19
981,0,981,False,252
518,0,518,False,44
225,0,225,False,2
1399,0,1399,False,532
204,0,204,False,3
929,0,929,False,103
600,0,600,False,139
144,0,144,False,50
681,0,681,False,265
439,0,439,False,59
202,0,202,False,12
766,0,766,False,70
51,0,51,False,13
754,0,754,False,96
38,0,38,False,6
576,0,576,False,165
896,0,896,False,85
231,0,231,False,21
344,0,344,False,42
540,0,540,False,78
46,0,46,False,11
46,0,46,False,16
522,1,521,True,267
282,0,282,False,20
1103,0,1103,False,398
692,0,692,False,98
292,0,292,False,7
138,0,138,False,0
81,0,81,False,31
531,0,531,False,64
265,0,265,False,12
716,0,716,False,263
369,0,369,False,126
589,0,589,False,143
1170,0,1170,False,116
499,0,499,False,93
39,0,39,False,0
646,0,646,False,96
973,0,973,False,336
251,0,251,False,12
531,0,531,False,65
537,0,537,False,172
154,0,154,False,3
247,0,247,False,27
778,0,778,False,125
168,0,168,False,71
273,0,273,False,41
287,0,287,False,30
558,0,558,False,78
530,0,530,False,79
268,0,268,False,4
823,0,823,False,108
749,0,749,False,107
372,0,372,False,189
386,0,386,False,56
298,0,298,False,11
932,0,932,False,312
197,0,197,False,16
1123,0,1123,False,75
271,0,271,False,39
52,0,52,False,11
410,0,410,False,12
48,0,48,False,12
53,0,53,False,16
1056,0,1056,False,99
741,0,741,False,105
259,0,259,False,32
280,0,280,False,22
555,0,555,False,79
48,0,48,False,15
513,0,513,False,65
79,0,79,False,24
703,0,703,False,98
740,0,740,False,106
2440,0,2440,False,654
333,0,333,False,29
195,0,195,False,2
499,0,499,False,52
585,0,585,False,125
875,0,875,False,143
162,0,162,False,2
60,0,60,False,3
211,0,211,False,8
607,0,607,False,75
321,0,321,False,53
279,0,279,False,50
40,0,40,False,13
726,0,726,False,233
1147,0,1147,False,277
522,0,522,False,51
570,0,570,False,200
197,0,197,False,3
491,0,491,False,54
115,0,115,False,1
361,0,361,False,9
738,0,738,False,201
1007,0,1007,False,294
2019,0,2019,False,630
425,0,425,False,52
177,0,177,False,7
734,0,734,False,149
1456,0,1456,False,423
374,0,374,False,34
83,0,83,False,23
1050,0,1050,False,314
210,0,210,False,7
197,0,197,False,5
45,0,45,False,12
189,0,189,False,5
590,0,590,False,56
287,0,287,False,61
1021,0,1021,False,76
166,0,166,False,10
358,0,358,False,9
625,0,625,False,184
187,0,187,False,30
263,0,263,False,15
403,0,403,False,32
242,0,242,False,10
534,0,534,False,67
622,0,622,False,182
469,0,469,False,59
1005,0,1005,False,297
61,0,61,False,16
707,0,707,False,118
895,0,895,False,75
1059,0,1059,False,381
168,0,168,False,6
175,0,175,False,0
149,0,149,False,1
293,0,293,False,30
112,0,112,False,43
985,0,985,False,222
366,0,366,False,102
525,0,525,False,71
50,0,50,False,11
399,0,399,False,103
1224,0,1224,False,292
1013,0,1013,False,283
1141,0,1141,False,193
273,0,273,False,3
764,0,764,False,66
267,0,267,False,9
1122,0,1122,False,104
360,0,360,False,45
633,0,633,False,116
382,0,382,False,54
452,0,452,False,24
211,0,211,False,3
75,0,75,False,16
496,0,496,False,43
520,0,520,False,52
147,0,147,False,0
883,0,883,False,81
48,0,48,False,11
1015,0,1015,False,88
305,0,305,False,30
306,0,306,False,19
328,0,328,False,38
2333,0,2333,False,913
1169,0,1169,False,119
2358,0,2358,False,918
693,0,693,False,99
573,0,573,False,45
132,0,132,False,0
203,0,203,False,12
1224,0,1224,False,309
590,0,590,False,132
660,0,660,False,100
451,0,451,False,20
431,0,431,False,49
169,0,169,False,0
197,0,197,False,5
1046,0,1046,False,86
277,0,277,False,34
494,1,493,True,251
94,0,94,False,29
358,0,358,False,21
390,0,390,False,55
1014,0,1014,False,294
988,0,988,False,104
1065,0,1065,False,101
586,0,586,False,136
425,0,425,False,77
756,0,756,False,292
285,0,285,False,39
3109,0,3109,False,1085
281,0,281,False,33
54,0,54,False,17
792,0,792,False,224
1303,0,1303,False,431
653,0,653,False,83
572,0,572,False,54
697,0,697,False,176
638,0,638,False,95
300,0,300,False,18
736,0,736,False,88
1218,0,1218,False,305
371,0,371,False,10
691,0,691,False,88
295,0,295,False,35
264,0,264,False,7
281,0,281,False,29
354,0,354,False,6
60,0,60,False,16
1264,0,1264,False,420
333,0,333,False,17
860,0,860,False,105
586,0,586,False,202
1155,0,1155,False,385
505,0,505,False,62
872,0,872,False,70
717,0,717,False,265
239,0,239,False,6
379,0,379,False,28
261,0,261,False,4
654,0,654,False,82
256,0,256,False,28
305,0,305,False,19
262,0,262,False,29
646,0,646,False,83
397,0,397,False,45
724,0,724,False,98
76,0,76,False,1
339,0,339,False,45
53,0,53,False,12
247,0,247,False,28
43,0,43,False,13
857,0,857,False,322
355,0,355,False,9
95,0,95,False,46
484,0,484,False,38
456,0,456,False,72
341,0,341,False,41
92,0,92,False,37
357,0,357,False,8
529,0,529,False,84
249,0,249,False,26
92,0,92,False,58
345,0,345,False,29
761,0,761,False,283
408,0,408,False,71
2065,0,2065,False,519
326,0,326,False,7
144,0,144,False,0
297,0,297,False,32
334,0,334,False,41
516,0,516,False,62
472,0,472,False,51
382,0,382,False,49
607,0,607,False,82
1226,0,1226,False,95
151,0,151,False,0
467,0,467,False,48
934,0,934,False,347
686,0,686,False,115
786,0,786,False,276
1154,0,1154,False,304
463,0,463,False,194
48,0,48,False,16
536,0,536,False,94
754,0,754,False,207
544,0,544,False,40
72,0,72,False,14
60,0,60,False,14
49,0,49,False,12
765,0,765,False,408
599,0,599,False,84
594,0,594,False,70
305,0,305,False,26
77,0,77,False,24
473,0,473,False,26
462,0,462,False,195
1004,0,1004,False,294
45,0,45,False,10
460,0,460,False,77
550,0,550,False,60
1255,0,1255,False,373
434,0,434,False,59
639,0,639,False,167
640,0,640,False,77
294,0,294,False,20
289,0,289,False,35
285,0,285,False,5
301,0,301,False,58
92,0,92,False,27
1246,0,1246,False,122
161,0,161,False,3
134,0,134,False,4
317,0,317,False,30
402,0,402,False,27
684,0,684,False,199
48,0,48,False,12
526,0,526,False,36
378,0,378,False,47
341,0,341,False,7
210,0,210,False,2
943,0,943,False,211
570,0,570,False,43
570,0,570,False,78
1233,0,1233,False,346
46,0,46,False,15
572,0,572,False,81
1083,0,1083,False,99
180,0,180,False,0
45,0,45,False,11
133,0,133,False,0
1524,0,1524,False,408
273,0,273,False,45
155,0,155,False,22
426,0,426,False,16
199,0,199,False,16
278,0,278,False,38
564,0,564,False,80
254,0,254,False,31
144,0,144,False,46
541,0,541,False,107
414,0,414,False,32
308,0,308,False,17
426,0,426,False,12
89,0,89,False,19
874,0,874,False,171
598,0,598,False,137
4406,0,4406,False,3139
479,0,479,False,120
273,0,273,False,3
81,0,81,False,1
193,0,193,False,28
1395,0,1395,False,360
990,0,990,False,86
661,0,661,False,102
408,1,407,True,222
2249,0,2249,False,979
482,0,482,False,59
729,0,729,False,90
76,0,76,False,21
600,0,600,False,74
102,0,102,False,0
656,0,656,False,87
974,0,974,False,124
69,0,69,False,20
164,0,164,False,31
290,0,290,False,26
465,0,465,False,29
161,0,161,False,4
661,0,661,False,90
595,0,595,False,75
1099,0,1099,False,311
274,0,274,False,3
831,0,831,False,260
327,0,327,False,34
828,0,828,False,65
187,0,187,False,3
528,0,528,False,71
635,0,635,False,98
51,0,51,False,10
665,0,665,False,83
267,0,267,False,4
48,0,48,False,13
450,0,450,False,26
678,0,678,False,97
428,0,428,False,60
1246,0,1246,False,104
1149,0,1149,False,117
1233,0,1233,False,97
184,0,184,False,20
241,0,241,False,7
1091,0,1091,False,370
1106,0,1106,False,318
647,0,647,False,103
288,0,288,False,27
33,0,33,False,0
330,0,330,False,26
593,0,593,False,134
326,0,326,False,5
987,0,987,False,221
582,0,582,False,69
1224,0,1224,False,102
859,0,859,False,98
1856,0,1856,False,447
417,0,417,False,22
2240,0,2240,False,976
628,0,628,False,111
450,0,450,False,63
967,0,967,False,335
171,0,171,False,1
1107,0,1107,False,165
514,0,514,False,60
154,0,154,False,61
508,0,508,False,141
298,0,298,False,6
112,0,112,False,1
253,0,253,False,25
281,0,281,False,36
177,0,177,False,0
551,0,551,False,85
272,0,272,False,3
1443,0,1443,False,386
333,0,333,False,27
496,0,496,False,66
503,0,503,False,52
1055,0,1055,False,85
883,0,883,False,86
216,0,216,False,2
432,0,432,False,57
626,0,626,False,106
178,0,178,False,31
318,0,318,False,59
696,0,696,False,121
466,0,466,False,198
867,0,867,False,86
1331,0,1331,False,360
978,0,978,False,107
566,0,566,False,42
437,0,437,False,205
341,0,341,False,42
148,0,148,False,7
80,0,80,False,24
221,0,221,False,1
633,0,633,False,123
36,0,36,False,12
1208,0,1208,False,271
1237,0,1237,False,100
1093,0,1093,False,77
907,0,907,False,350
726,0,726,False,109
72,0,72,False,14
332,0,332,False,33
1061,0,1061,False,320
161,0,161,False,1
142,0,142,False,31
639,0,639,False,91
979,0,979,False,62
266,0,266,False,4
705,0,705,False,118
167,0,167,False,0
328,0,328,False,22
214,0,214,False,3
656,0,656,False,85
407,0,407,False,13
136,0,136,False,0
305,0,305,False,38
1156,0,1156,False,308
522,0,522,False,65
1366,0,1366,False,581
554,0,554,False,197
185,0,185,False,2
1040,0,1040,False,90
257,0,257,False,14
274,0,274,False,3
281,0,281,False,27
589,0,589,False,141
125,0,125,False,4
125,0,125,False,1
