n_original,n_relleno_cola,n_efectivo,cola_target_constante,empates_intermedios
44,0,44,False,15
650,0,650,False,96
219,0,219,False,18
221,0,221,False,6
704,0,704,False,91
104,0,104,False,30
387,0,387,False,61
286,0,286,False,89
274,0,274,False,5
855,0,855,False,75
1054,0,1054,False,87
247,0,247,False,10
693,0,693,False,121
571,0,571,False,128
480,0,480,False,86
575,0,575,False,205
673,0,673,False,85
267,0,267,False,15
648,0,648,False,33
420,0,420,False,83
697,0,697,False,245
284,0,284,False,28
539,0,539,False,127
195,0,195,False,2
1132,0,1132,False,357
540,0,540,False,58
408,0,408,False,11
68,0,68,False,25
593,0,593,False,141
907,0,907,False,67
333,0,333,False,38
613,0,613,False,145
231,0,231,False,12
573,0,573,False,51
1299,0,1299,False,328
476,0,476,False,40
71,0,71,False,0
287,0,287,False,5
581,0,581,False,136
17,0,17,False,0
218,0,218,False,2
1700,0,1700,False,953
314,0,314,False,17
78,0,78,False,24
216,0,216,False,2
822,0,822,False,141
370,0,370,False,10
54,0,54,False,17
170,0,170,False,1
568,0,568,False,70
1180,0,1180,False,296
1108,0,1108,False,126
45,0,45,False,15
346,0,346,False,10
247,0,247,False,14
659,0,659,False,241
150,0,150,False,3
778,0,778,False,227
604,0,604,False,76
388,0,388,False,50
231,0,231,False,49
910,0,910,False,88
389,0,389,False,63
1162,0,1162,False,344
661,0,661,False,120
555,0,555,False,82
560,0,560,False,69
693,0,693,False,121
604,0,604,False,238
654,0,654,False,109
1057,0,1057,False,85
875,0,875,False,70
916,0,916,False,80
1048,0,1048,False,250
336,0,336,False,67
824,0,824,False,325
619,0,619,False,89
1090,0,1090,False,265
646,1,645,True,330
142,0,142,False,4
1103,0,1103,False,387
83,0,83,False,23
930,0,930,False,334
842,0,842,False,54
1164,0,1164,False,183
926,0,926,False,311
694,0,694,False,174
713,0,713,False,270
78,0,78,False,22
391,0,391,False,52
172,0,172,False,16
1536,0,1536,False,373
883,0,883,False,150
121,0,121,False,4
48,0,48,False,16
148,0,148,False,56
985,0,985,False,90
386,0,386,False,104
299,0,299,False,10
645,0,645,False,135
414,0,414,False,54
244,0,244,False,50
311,0,311,False,25
415,0,415,False,77
89,0,89,False,7
753,0,753,False,105
43,0,43,False,11
669,0,669,False,182
973,0,973,False,125
652,0,652,False,94
562,0,562,False,134
559,0,559,False,82
293,0,293,False,25
40,0,40,False,17
619,0,619,False,112
146,0,146,False,56
479,0,479,False,23
659,0,659,False,98
697,0,697,False,96
400,0,400,False,43
80,0,80,False,27
161,0,161,False,19
399,0,399,False,47
479,0,479,False,50
569,0,569,False,140
314,0,314,False,42
299,0,299,False,32
323,0,323,False,10
677,0,677,False,114
402,0,402,False,27
40,0,40,False,12
1160,0,1160,False,388
549,0,549,False,82
317,0,317,False,12
333,0,333,False,22
645,0,645,False,93
229,0,229,False,4
937,0,937,False,104
352,0,352,False,30
279,0,279,False,33
357,0,357,False,7
1005,0,1005,False,293
580,0,580,False,201
212,0,212,False,7
249,0,249,False,26
171,0,171,False,13
1424,0,1424,False,612
181,0,181,False,19
497,0,497,False,58
1941,0,1941,False,651
421,0,421,False,53
188,0,188,False,12
661,0,661,False,72
157,0,157,False,4
571,0,571,False,53
929,0,929,False,83
521,0,521,False,83
1104,0,1104,False,166
578,0,578,False,135
109,0,109,False,3
225,0,225,False,14
54,0,54,False,10
122,0,122,False,0
299,0,299,False,42
333,0,333,False,36
343,0,343,False,45
296,0,296,False,37
646,0,646,False,243
235,0,235,False,29
298,0,298,False,36
39,0,39,False,14
615,0,615,False,74
1544,0,1544,False,414
671,0,671,False,181
271,0,271,False,29
860,0,860,False,265
491,0,491,False,66
587,0,587,False,65
816,0,816,False,297
493,0,493,False,53
355,0,355,False,6
459,0,459,False,22
725,0,725,False,93
278,0,278,False,11
811,0,811,False,109
649,0,649,False,102
550,0,550,False,80
642,0,642,False,90
1570,0,1570,False,382
1289,0,1289,False,708
1054,0,1054,False,89
111,0,111,False,43
547,0,547,False,63
779,0,779,False,143
603,0,603,False,241
237,0,237,False,6
757,0,757,False,110
1330,1,1329,True,794
940,0,940,False,109
942,1,941,True,532
37,0,37,False,8
517,0,517,False,62
160,0,160,False,66
730,0,730,False,110
1221,0,1221,False,119
412,0,412,False,69
678,0,678,False,114
549,0,549,False,83
1090,0,1090,False,364
510,0,510,False,90
654,0,654,False,100
402,1,401,True,203
942,0,942,False,112
92,0,92,False,12
578,0,578,False,67
373,0,373,False,35
95,0,95,False,34
909,0,909,False,305
135,0,135,False,54
111,0,111,False,22
721,0,721,False,266
659,0,659,False,89
45,0,45,False,12
590,0,590,False,95
224,0,224,False,11
257,0,257,False,16
132,0,132,False,4
457,0,457,False,66
586,0,586,False,203
493,0,493,False,61
70,0,70,False,19
122,0,122,False,2
245,0,245,False,12
510,0,510,False,76
521,0,521,False,148
220,0,220,False,2
203,0,203,False,3
251,0,251,False,14
46,0,46,False,16
198,0,198,False,11
331,0,331,False,15
729,0,729,False,125
95,0,95,False,39
806,0,806,False,153
592,0,592,False,77
639,0,639,False,168
133,0,133,False,2
35,0,35,False,10
722,0,722,False,120
707,0,707,False,179
236,0,236,False,10
476,0,476,False,122
1140,0,1140,False,292
2079,0,2079,False,899
76,0,76,False,22
381,0,381,False,84
1107,0,1107,False,166
484,0,484,False,27
622,0,622,False,218
76,0,76,False,21
592,0,592,False,140
235,0,235,False,10
329,0,329,False,27
91,0,91,False,11
681,0,681,False,108
1106,0,1106,False,394
263,0,263,False,33
192,0,192,False,12
993,0,993,False,312
639,0,639,False,246
259,0,259,False,75
718,0,718,False,108
1783,0,1783,False,324
639,0,639,False,117
423,0,423,False,38
207,0,207,False,2
79,0,79,False,19
407,0,407,False,69
265,0,265,False,14
648,0,648,False,238
918,0,918,False,80
959,0,959,False,365
732,0,732,False,236
1162,0,1162,False,180
723,0,723,False,288
935,0,935,False,104
580,0,580,False,136
624,0,624,False,229
46,0,46,False,11
363,0,363,False,10
365,0,365,False,39
1446,0,1446,False,500
373,0,373,False,12
507,0,507,False,75
302,0,302,False,12
1157,0,1157,False,333
141,0,141,False,0
1138,0,1138,False,381
376,0,376,False,51
46,0,46,False,12
455,0,455,False,27
738,0,738,False,99
50,0,50,False,16
626,0,626,False,115
644,0,644,False,247
307,0,307,False,17
154,0,154,False,56
1061,0,1061,False,101
739,0,739,False,249
614,0,614,False,169
618,0,618,False,88
414,0,414,False,49
2069,0,2069,False,651
630,0,630,False,125
393,0,393,False,48
331,0,331,False,9
356,0,356,False,66
731,0,731,False,111
211,0,211,False,15
854,0,854,False,324
1766,0,1766,False,508
505,0,505,False,134
228,0,228,False,12
934,0,934,False,85
925,0,925,False,81
687,0,687,False,118
329,0,329,False,25
230,0,230,False,12
517,0,517,False,50
475,0,475,False,83
135,0,135,False,4
385,0,385,False,51
395,0,395,False,54
609,0,609,False,137
473,0,473,False,25
51,0,51,False,16
283,0,283,False,36
517,0,517,False,55
292,0,292,False,35
247,0,247,False,12
902,0,902,False,246
789,0,789,False,142
733,0,733,False,60
124,0,124,False,3
330,0,330,False,38
588,0,588,False,42
760,0,760,False,111
735,0,735,False,98
723,0,723,False,128
583,0,583,False,205
945,0,945,False,227
479,0,479,False,39
182,0,182,False,1
137,0,137,False,3
345,0,345,False,11
523,0,523,False,81
565,0,565,False,142
60,0,60,False,16
675,0,675,False,86
442,0,442,False,22
139,0,139,False,4
1076,0,1076,False,171
796,0,796,False,64
235,0,235,False,6
263,0,263,False,7
45,0,45,False,15
413,0,413,False,68
745,0,745,False,115
481,0,481,False,26
329,0,329,False,35
222,0,222,False,7
168,0,168,False,3
705,0,705,False,186
594,0,594,False,70
79,0,79,False,23
421,0,421,False,54
992,0,992,False,126
35,0,35,False,12
590,0,590,False,142
328,0,328,False,9
1079,0,1079,False,99
439,0,439,False,22
1188,1,1187,True,630
75,0,75,False,20
796,0,796,False,128
150,0,150,False,1
753,0,753,False,94
276,0,276,False,6
289,0,289,False,10
1151,0,1151,False,197
292,0,292,False,6
47,0,47,False,15
313,0,313,False,27
441,0,441,False,57
997,0,997,False,377
83,0,83,False,9
949,0,949,False,118
528,0,528,False,122
875,0,875,False,270
293,0,293,False,33
253,0,253,False,33
354,0,354,False,28
604,0,604,False,137
980,0,980,False,84
469,0,469,False,53
249,0,249,False,28
46,0,46,False,10
665,0,665,False,262
557,0,557,False,81
77,0,77,False,7
146,0,146,False,50
282,0,282,False,5
300,0,300,False,26
399,0,399,False,59
228,0,228,False,1
615,0,615,False,71
241,0,241,False,11
870,0,870,False,220
194,0,194,False,2
304,0,304,False,33
663,0,663,False,94
160,0,160,False,58
416,0,416,False,60
361,0,361,False,23
1154,0,1154,False,338
466,0,466,False,27
287,0,287,False,8
309,0,309,False,51
1103,0,1103,False,102
216,0,216,False,26
945,0,945,False,83
549,0,549,False,70
1353,0,1353,False,337
728,0,728,False,189
778,0,778,False,141
257,0,257,False,3
327,0,327,False,68
333,0,333,False,21
878,0,878,False,196
645,0,645,False,198
475,0,475,False,114
821,0,821,False,141
614,0,614,False,82
552,0,552,False,70
37,0,37,False,8
621,0,621,False,84
510,0,510,False,46
548,0,548,False,152
456,0,456,False,27
29,0,29,False,5
193,0,193,False,0
169,0,169,False,10
358,0,358,False,7
460,0,460,False,58
52,0,52,False,17
781,0,781,False,63
921,0,921,False,90
147,0,147,False,3
424,0,424,False,42
1138,0,1138,False,381
147,0,147,False,62
526,0,526,False,85
1111,0,1111,False,95
105,0,105,False,33
289,0,289,False,43
677,0,677,False,177
1239,0,1239,False,287
90,0,90,False,40
593,0,593,False,92
725,0,725,False,80
191,0,191,False,2
301,0,301,False,33
912,0,912,False,305
273,0,273,False,3
581,0,581,False,46
559,0,559,False,93
605,0,605,False,118
418,0,418,False,14
947,0,947,False,74
430,0,430,False,58
601,0,601,False,54
753,0,753,False,121
50,0,50,False,17
224,0,224,False,3
524,0,524,False,75
179,0,179,False,28
266,0,266,False,13
51,0,51,False,16
827,0,827,False,114
1307,0,1307,False,138
586,0,586,False,114
610,0,610,False,137
235,0,235,False,12
47,0,47,False,13
360,0,360,False,8
496,0,496,False,44
253,0,253,False,11
993,0,993,False,93
307,0,307,False,89
72,0,72,False,23
645,0,645,False,87
822,0,822,False,289
1825,0,1825,False,744
662,0,662,False,97
312,0,312,False,18
154,0,154,False,6
298,0,298,False,29
652,0,652,False,127
490,0,490,False,60
661,0,661,False,176
256,0,256,False,13
338,0,338,False,18
153,0,153,False,6
344,0,344,False,43
667,0,667,False,174
141,0,141,False,0
275,0,275,False,28
1108,0,1108,False,75
763,0,763,False,253
1141,0,1141,False,263
651,0,651,False,97
812,0,812,False,147
98,0,98,False,33
710,0,710,False,75
420,0,420,False,11
464,0,464,False,33
406,0,406,False,12
306,0,306,False,13
394,0,394,False,8
580,0,580,False,97
399,0,399,False,29
242,0,242,False,10
365,0,365,False,26
633,0,633,False,87
89,0,89,False,13
623,0,623,False,79
623,0,623,False,87
773,0,773,False,68
352,0,352,False,37
276,0,276,False,4
579,0,579,False,203
463,0,463,False,79
1119,0,1119,False,87
562,0,562,False,90
223,0,223,False,1
1486,0,1486,False,445
1079,0,1079,False,473
258,0,258,False,14
298,0,298,False,48
650,0,650,False,123
285,0,285,False,21
476,0,476,False,87
322,0,322,False,34
210,0,210,False,11
80,0,80,False,24
760,0,760,False,55
590,0,590,False,136
724,0,724,False,286
314,0,314,False,31
94,0,94,False,44
511,0,511,False,134
97,0,97,False,21
741,0,741,False,257
729,0,729,False,65
152,0,152,False,2
55,0,55,False,21
480,0,480,False,49
464,0,464,False,42
1156,0,1156,False,180
218,0,218,False,8
865,0,865,False,329
640,0,640,False,134
465,0,465,False,30
560,0,560,False,89
167,0,167,False,5
407,0,407,False,56
2179,0,2179,False,1101
515,0,515,False,101
413,0,413,False,17
812,0,812,False,272
319,0,319,False,39
1157,0,1157,False,380
1230,0,1230,False,97
1151,0,1151,False,385
159,0,159,False,18
228,0,228,False,45
443,0,443,False,48
667,0,667,False,106
356,0,356,False,68
227,0,227,False,5
404,0,404,False,37
668,0,668,False,55
749,0,749,False,245
626,0,626,False,87
147,0,147,False,4
540,0,540,False,82
34,0,34,False,8
395,0,395,False,32
542,0,542,False,96
552,0,552,False,78
743,0,743,False,109
290,0,290,False,21
852,0,852,False,320
206,0,206,False,0
620,0,620,False,224
534,0,534,False,72
696,0,696,False,98
365,0,365,False,9
71,0,71,False,3
673,0,673,False,70
670,0,670,False,100
606,0,606,False,142
144,0,144,False,56
531,0,531,False,69
1169,0,1169,False,248
522,0,522,False,42
48,0,48,False,14
297,0,297,False,24
223,0,223,False,4
473,0,473,False,50
467,0,467,False,50
857,0,857,False,133
292,0,292,False,7
474,0,474,False,52
504,0,504,False,110
1015,0,1015,False,301
32,0,32,False,7
346,0,346,False,44
440,0,440,False,52
1006,0,1006,False,63
254,0,254,False,47
270,0,270,False,49
298,0,298,False,38
533,0,533,False,77
790,0,790,False,145
990,0,990,False,129
1232,0,1232,False,107
579,0,579,False,202
415,0,415,False,72
595,0,595,False,100
210,0,210,False,4
984,0,984,False,294
199,0,199,False,1
595,0,595,False,108
1157,0,1157,False,182
279,0,279,False,30
446,0,446,False,22
57,0,57,False,21
713,0,713,False,96
396,0,396,False,52
354,0,354,False,52
551,0,551,False,69
265,0,265,False,9
682,0,682,False,91
413,0,413,False,46
1443,0,1443,False,378
268,0,268,False,14
235,0,235,False,37
233,0,233,False,12
421,0,421,False,16
983,0,983,False,346
713,0,713,False,125
41,0,41,False,12
1090,0,1090,False,392
977,0,977,False,341
456,0,456,False,67
939,0,939,False,268
544,0,544,False,105
374,0,374,False,12
247,0,247,False,19
134,0,134,False,4
452,0,452,False,20
520,0,520,False,33
804,0,804,False,123
273,0,273,False,17
324,0,324,False,45
527,0,527,False,36
249,0,249,False,19
199,0,199,False,31
984,0,984,False,87
551,0,551,False,77
291,0,291,False,38
677,0,677,False,84
47,0,47,False,11
801,0,801,False,120
136,0,136,False,3
132,0,132,False,52
375,0,375,False,20
1531,0,1531,False,466
1030,0,1030,False,262
111,0,111,False,50
264,0,264,False,25
426,0,426,False,58
852,0,852,False,323
1160,0,1160,False,338
1214,0,1214,False,523
277,0,277,False,5
543,0,543,False,116
286,0,286,False,29
506,0,506,False,53
137,0,137,False,0
44,0,44,False,14
913,0,913,False,187
598,0,598,False,86
277,0,277,False,13
652,0,652,False,241
722,0,722,False,93
473,0,473,False,32
555,0,555,False,87
260,0,260,False,18
525,0,525,False,67
765,0,765,False,255
1857,0,1857,False,434
300,0,300,False,35
1162,0,1162,False,187
406,0,406,False,46
361,0,361,False,23
246,0,246,False,31
314,0,314,False,18
733,0,733,False,269
172,0,172,False,8
941,0,941,False,115
997,0,997,False,76
166,0,166,False,1
334,0,334,False,26
46,0,46,False,13
417,0,417,False,18
466,0,466,False,80
2020,0,2020,False,899
91,0,91,False,24
796,0,796,False,142
692,0,692,False,179
119,0,119,False,3
139,0,139,False,52
1201,0,1201,False,333
1821,0,1821,False,742
1766,0,1766,False,797
1094,0,1094,False,163
1095,0,1095,False,342
147,0,147,False,0
1069,0,1069,False,303
327,0,327,False,22
770,0,770,False,133
147,0,147,False,0
256,0,256,False,12
120,0,120,False,3
964,0,964,False,337
293,0,293,False,25
720,0,720,False,280
927,0,927,False,86
1068,0,1068,False,323
245,0,245,False,9
96,0,96,False,41
60,0,60,False,2
680,0,680,False,107
335,0,335,False,17
325,0,325,False,16
194,0,194,False,2
255,0,255,False,20
156,0,156,False,4
274,0,274,False,26
349,0,349,False,37
428,0,428,False,54
571,0,571,False,134
1052,0,1052,False,82
595,0,595,False,82
604,0,604,False,58
675,0,675,False,267
362,0,362,False,8
309,0,309,False,39
290,0,290,False,35
565,0,565,False,67
587,0,587,False,138
435,0,435,False,86
340,0,340,False,8
59,0,59,False,17
425,0,425,False,14
833,0,833,False,277
2042,0,2042,False,914
699,0,699,False,143
605,0,605,False,237
689,0,689,False,92
434,0,434,False,62
651,0,651,False,84
699,0,699,False,103
682,0,682,False,81
467,0,467,False,28
315,0,315,False,39
606,0,606,False,154
307,0,307,False,36
1156,0,1156,False,302
939,0,939,False,79
293,0,293,False,23
56,0,56,False,16
172,0,172,False,3
802,0,802,False,299
231,0,231,False,22
615,0,615,False,220
77,0,77,False,24
738,0,738,False,98
488,0,488,False,70
639,0,639,False,169
155,0,155,False,3
342,0,342,False,30
505,0,505,False,71
577,0,577,False,135
254,0,254,False,14
715,0,715,False,238
356,0,356,False,68
1237,0,1237,False,319
43,0,43,False,15
254,1,253,True,133
473,0,473,False,128
722,0,722,False,97
86,0,86,False,22
266,0,266,False,4
464,0,464,False,25
1275,0,1275,False,299
718,0,718,False,280
146,0,146,False,3
138,0,138,False,5
500,0,500,False,32
1152,0,1152,False,384
293,0,293,False,23
321,0,321,False,19
556,0,556,False,88
704,0,704,False,247
200,0,200,False,1
559,0,559,False,61
529,0,529,False,80
548,0,548,False,52
340,0,340,False,46
285,0,285,False,36
427,0,427,False,70
771,0,771,False,132
49,0,49,False,13
343,0,343,False,47
331,0,331,False,21
147,0,147,False,0
577,0,577,False,129
613,0,613,False,113
1172,0,1172,False,383
385,0,385,False,73
272,0,272,False,11
1162,0,1162,False,460
417,0,417,False,15
578,0,578,False,110
263,0,263,False,8
101,0,101,False,14
256,0,256,False,32
1350,0,1350,False,348
495,0,495,False,52
100,0,100,False,10
672,0,672,False,174
898,0,898,False,157
1254,0,1254,False,240
328,0,328,False,19
1112,0,1112,False,387
381,0,381,False,48
306,0,306,False,11
644,0,644,False,86
981,0,981,False,197
196,0,196,False,5
361,0,361,False,50
287,0,287,False,8
335,0,335,False,24
285,0,285,False,39
413,0,413,False,48
144,0,144,False,60
164,0,164,False,6
274,0,274,False,35
136,0,136,False,14
75,0,75,False,19
942,0,942,False,68
310,0,310,False,31
586,0,586,False,143
719,0,719,False,286
304,0,304,False,11
539,0,539,False,82
801,0,801,False,241
365,0,365,False,25
186,0,186,False,2
283,0,283,False,5
239,0,239,False,3
260,0,260,False,26
284,0,284,False,31
1151,0,1151,False,196
350,0,350,False,39
516,0,516,False,54
724,0,724,False,96
1251,0,1251,False,326
227,0,227,False,16
325,0,325,False,35
138,0,138,False,2
263,0,263,False,15
472,0,472,False,30
614,0,614,False,84
1011,0,1011,False,83
656,0,656,False,87
979,0,979,False,95
93,0,93,False,35
129,0,129,False,13
296,0,296,False,13
746,0,746,False,104
1029,0,1029,False,179
178,0,178,False,6
2037,0,2037,False,756
227,0,227,False,24
607,0,607,False,239
1188,0,1188,False,239
484,0,484,False,28
127,0,127,False,0
275,0,275,False,5
725,0,725,False,231
48,0,48,False,17
170,0,170,False,0
303,0,303,False,15
85,0,85,False,20
73,0,73,False,22
327,0,327,False,45
618,0,618,False,119
667,0,667,False,178
254,0,254,False,32
1025,0,1025,False,239
1663,0,1663,False,516
2119,0,2119,False,458
497,0,497,False,47
523,0,523,False,75
600,0,600,False,84
344,0,344,False,50
287,0,287,False,27
606,0,606,False,230
289,0,289,False,39
255,0,255,False,5
89,0,89,False,35
940,0,940,False,81
1162,0,1162,False,385
216,0,216,False,19
325,0,325,False,36
391,0,391,False,47
540,0,540,False,77
94,0,94,False,36
720,0,720,False,233
283,0,283,False,29
876,0,876,False,149
290,0,290,False,49
1011,0,1011,False,294
1296,0,1296,False,329
48,0,48,False,14
488,0,488,False,95
860,0,860,False,327
462,0,462,False,26
162,0,162,False,105
939,0,939,False,110
1161,0,1161,False,340
118,0,118,False,45
1872,0,1872,False,522
174,0,174,False,8
939,0,939,False,80
553,0,553,False,75
177,0,177,False,7
692,0,692,False,117
316,0,316,False,31
707,0,707,False,118
870,0,870,False,72
278,0,278,False,8
366,0,366,False,27
1287,0,1287,False,415
536,0,536,False,90
142,1,141,True,92
888,0,888,False,145
122,0,122,False,2
78,0,78,False,30
560,0,560,False,75
1516,0,1516,False,468
331,0,331,False,24
405,0,405,False,48
205,0,205,False,4
1151,0,1151,False,331
1172,0,1172,False,79
379,0,379,False,31
284,0,284,False,31
269,0,269,False,4
485,0,485,False,65
99,0,99,False,19
850,0,850,False,63
339,0,339,False,45
155,0,155,False,7
46,0,46,False,9
996,0,996,False,129
461,0,461,False,53
75,0,75,False,14
178,0,178,False,1
1160,0,1160,False,389
76,0,76,False,21
493,0,493,False,27
91,0,91,False,31
424,0,424,False,11
298,0,298,False,8
219,0,219,False,2
300,0,300,False,54
498,0,498,False,45
1058,0,1058,False,371
990,0,990,False,189
692,0,692,False,121
639,0,639,False,89
258,0,258,False,2
1898,0,1898,False,540
38,1,37,True,18
177,0,177,False,11
50,0,50,False,17
1021,0,1021,False,155
322,0,322,False,36
340,0,340,False,21
639,0,639,False,119
434,0,434,False,35
1602,0,1602,False,442
499,0,499,False,50
325,0,325,False,36
253,0,253,False,5
546,0,546,False,66
657,0,657,False,73
2257,0,2257,False,585
385,0,385,False,47
688,0,688,False,97
211,0,211,False,3
605,0,605,False,143
1056,0,1056,False,86
2276,0,2276,False,559
941,0,941,False,128
976,0,976,False,75
448,0,448,False,27
629,0,629,False,77
728,0,728,False,117
634,0,634,False,78
250,0,250,False,12
671,0,671,False,100
514,0,514,False,52
224,0,224,False,3
313,0,313,False,8
556,0,556,False,73
633,0,633,False,87
534,0,534,False,123
215,0,215,False,2
600,0,600,False,87
516,0,516,False,53
584,0,584,False,69
488,0,488,False,68
256,0,256,False,5
372,0,372,False,38
1167,0,1167,False,239
579,0,579,False,135
27,0,27,False,0
88,0,88,False,34
131,0,131,False,11
187,0,187,False,2
1164,0,1164,False,496
344,0,344,False,52
462,0,462,False,27
296,0,296,False,8
68,0,68,False,17
1150,0,1150,False,107
629,0,629,False,240
653,0,653,False,227
502,0,502,False,56
381,0,381,False,50
2065,0,2065,False,925
46,0,46,False,12
408,0,408,False,12
1234,0,1234,False,435
1163,0,1163,False,385
213,0,213,False,65
262,0,262,False,40
329,0,329,False,32
80,0,80,False,27
297,0,297,False,26
300,0,300,False,16
1572,0,1572,False,360
977,0,977,False,95
358,0,358,False,35
341,0,341,False,9
210,0,210,False,4
655,0,655,False,248
491,0,491,False,51
792,0,792,False,102
1513,0,1513,False,422
178,0,178,False,6
249,0,249,False,19
130,0,130,False,14
2220,0,2220,False,576
95,0,95,False,30
339,0,339,False,22
193,0,193,False,5
644,0,644,False,94
333,0,333,False,30
515,0,515,False,60
1264,0,1264,False,106
1045,0,1045,False,97
455,0,455,False,22
690,0,690,False,122
1049,0,1049,False,80
247,0,247,False,36
748,0,748,False,117
218,0,218,False,11
305,0,305,False,30
874,0,874,False,149
158,0,158,False,4
86,0,86,False,35
131,0,131,False,14
386,0,386,False,42
103,0,103,False,43
260,0,260,False,16
464,0,464,False,49
934,0,934,False,262
1632,0,1632,False,506
1109,0,1109,False,286
612,0,612,False,63
1487,0,1487,False,605
581,0,581,False,55
620,0,620,False,74
1533,0,1533,False,654
1242,0,1242,False,293
435,0,435,False,52
46,0,46,False,13
599,0,599,False,141
924,0,924,False,155
142,0,142,False,28
785,0,785,False,102
542,0,542,False,41
579,0,579,False,57
833,0,833,False,167
331,0,331,False,25
447,0,447,False,22
665,0,665,False,93
2712,1,2711,True,1782
94,0,94,False,32
665,0,665,False,99
78,0,78,False,24
1208,0,1208,False,241
99,0,99,False,50
671,0,671,False,88
211,0,211,False,3
466,0,466,False,47
389,0,389,False,54
671,0,671,False,117
163,0,163,False,59
569,0,569,False,68
84,0,84,False,21
1312,0,1312,False,351
188,0,188,False,12
238,0,238,False,7
432,0,432,False,54
731,0,731,False,145
635,0,635,False,95
195,0,195,False,2
626,0,626,False,74
2376,0,2376,False,808
553,0,553,False,85
73,0,73,False,22
411,0,411,False,12
1164,0,1164,False,181
972,0,972,False,127
394,0,394,False,11
529,0,529,False,76
1237,0,1237,False,99
233,0,233,False,6
195,0,195,False,18
147,0,147,False,0
1221,0,1221,False,93
446,0,446,False,49
275,0,275,False,11
161,0,161,False,4
236,0,236,False,35
564,0,564,False,65
868,0,868,False,147
48,0,48,False,14
1226,0,1226,False,99
446,0,446,False,41
332,0,332,False,53
412,0,412,False,33
249,0,249,False,27
352,0,352,False,48
637,0,637,False,81
976,0,976,False,371
1066,0,1066,False,321
1361,0,1361,False,310
606,0,606,False,166
374,0,374,False,11
205,0,205,False,3
318,0,318,False,42
438,1,437,True,229
137,0,137,False,63
1097,0,1097,False,396
953,0,953,False,226
556,0,556,False,82
625,0,625,False,81
115,0,115,False,16
46,0,46,False,12
1105,0,1105,False,189
93,0,93,False,0
859,0,859,False,144
476,1,475,True,258
266,0,266,False,29
162,0,162,False,4
1065,0,1065,False,98
333,0,333,False,25
2394,0,2394,False,1203
277,0,277,False,3
344,0,344,False,34
866,0,866,False,264
33,0,33,False,9
400,0,400,False,45
607,0,607,False,144
121,0,121,False,1
136,0,136,False,27
519,0,519,False,109
1527,0,1527,False,467
402,0,402,False,114
535,0,535,False,81
662,0,662,False,253
361,0,361,False,25
355,0,355,False,33
729,0,729,False,64
2296,1,2295,True,1241
526,0,526,False,44
161,0,161,False,6
227,0,227,False,8
1480,0,1480,False,345
282,0,282,False,21
223,0,223,False,34
674,0,674,False,88
1116,0,1116,False,223
543,0,543,False,79
447,0,447,False,71
689,0,689,False,231
236,0,236,False,25
696,0,696,False,124
1195,0,1195,False,100
659,0,659,False,95
378,0,378,False,39
47,0,47,False,1
297,0,297,False,39
290,0,290,False,39
629,0,629,False,82
716,0,716,False,263
645,0,645,False,102
596,0,596,False,240
461,0,461,False,27
1090,0,1090,False,96
1244,0,1244,False,119
1000,0,1000,False,335
231,0,231,False,10
1004,0,1004,False,293
365,0,365,False,39
178,0,178,False,2
1240,0,1240,False,123
590,0,590,False,97
734,0,734,False,98
803,0,803,False,118
982,0,982,False,184
35,0,35,False,8
197,0,197,False,5
675,0,675,False,89
878,0,878,False,147
636,0,636,False,99
583,0,583,False,136
482,0,482,False,69
596,0,596,False,82
125,0,125,False,43
294,0,294,False,41
46,0,46,False,14
86,0,86,False,61
274,0,274,False,4
790,0,790,False,138
936,0,936,False,179
80,0,80,False,26
378,0,378,False,40
627,0,627,False,84
571,0,571,False,194
1201,0,1201,False,233
1038,0,1038,False,232
405,0,405,False,12
1035,0,1035,False,84
508,0,508,False,46
1237,0,1237,False,101
149,0,149,False,3
281,0,281,False,30
38,0,38,False,12
337,0,337,False,46
76,0,76,False,21
935,0,935,False,343
419,0,419,False,62
258,0,258,False,26
480,0,480,False,79
1036,0,1036,False,94
266,0,266,False,13
530,0,530,False,89
1928,1,1927,True,1047
663,0,663,False,62
385,0,385,False,8
282,0,282,False,4
1016,0,1016,False,38
200,0,200,False,19
919,0,919,False,118
485,0,485,False,75
140,0,140,False,59
79,0,79,False,17
401,0,401,False,58
683,0,683,False,78
217,0,217,False,3
86,0,86,False,35
1102,0,1102,False,188
605,0,605,False,143
1325,0,1325,False,349
342,0,342,False,42
499,0,499,False,46
938,0,938,False,115
36,0,36,False,5
94,0,94,False,33
192,0,192,False,3
867,0,867,False,139
473,0,473,False,50
1275,0,1275,False,207
857,0,857,False,137
558,0,558,False,94
661,0,661,False,176
961,0,961,False,103
672,0,672,False,101
934,0,934,False,112
596,0,596,False,67
641,0,641,False,241
1080,0,1080,False,347
358,0,358,False,9
384,0,384,False,13
456,0,456,False,51
352,0,352,False,33
229,0,229,False,8
1052,0,1052,False,87
535,0,535,False,122
655,0,655,False,174
854,0,854,False,322
473,0,473,False,44
749,0,749,False,103
280,0,280,False,23
391,0,391,False,46
476,0,476,False,31
420,0,420,False,33
317,0,317,False,6
562,0,562,False,68
302,0,302,False,36
874,0,874,False,216
662,0,662,False,81
669,0,669,False,105
1109,0,1109,False,385
257,0,257,False,16
220,0,220,False,9
42,0,42,False,7
415,0,415,False,41
532,0,532,False,78
467,0,467,False,32
484,0,484,False,66
