estrategia_train,RF_ACC,RF_BAL,LOG_ACC,LOG_BAL
actual_iloc,0.8623671855695577,0.6228663320977629,0.6854460093896714,0.7286249425234247
aleatorio_sample,0.9770200148257969,0.9358913641674673,0.6839634297010131,0.7319186647894415
