n_puntos,ya_ordenado,n_inversiones,n_empates_temporales,frac_inversiones
712,True,0,264,0.0
516,True,0,56,0.0
208,True,0,4,0.0
456,True,0,25,0.0
634,True,0,83,0.0
155,True,0,27,0.0
315,True,0,50,0.0
633,True,0,164,0.0
472,True,0,25,0.0
439,True,0,25,0.0
304,True,0,23,0.0
191,True,0,14,0.0
621,True,0,108,0.0
409,True,0,32,0.0
1178,True,0,309,0.0
968,True,0,125,0.0
229,True,0,16,0.0
94,True,0,34,0.0
81,True,0,20,0.0
281,True,0,22,0.0
1109,True,0,329,0.0
77,True,0,30,0.0
212,True,0,6,0.0
471,True,0,79,0.0
887,True,0,75,0.0
449,True,0,52,0.0
1047,True,0,367,0.0
1209,True,0,98,0.0
1152,True,0,107,0.0
128,True,0,32,0.0
204,True,0,11,0.0
688,True,0,110,0.0
467,True,0,83,0.0
605,True,0,84,0.0
339,True,0,24,0.0
435,True,0,48,0.0
477,True,0,52,0.0
1060,True,0,49,0.0
976,True,0,340,0.0
213,True,0,7,0.0
559,True,0,76,0.0
219,True,0,0,0.0
467,True,0,25,0.0
523,True,0,107,0.0
322,True,0,41,0.0
269,True,0,9,0.0
689,True,0,118,0.0
863,True,0,264,0.0
325,True,0,69,0.0
657,True,0,92,0.0
118,True,0,4,0.0
308,True,0,19,0.0
392,True,0,59,0.0
724,True,0,266,0.0
354,True,0,36,0.0
95,True,0,36,0.0
37,True,0,2,0.0
622,True,0,222,0.0
359,True,0,44,0.0
590,True,0,136,0.0
437,True,0,54,0.0
655,True,0,140,0.0
212,True,0,8,0.0
292,True,0,11,0.0
78,True,0,25,0.0
708,True,0,229,0.0
156,True,0,3,0.0
12,True,0,0,0.0
403,True,0,105,0.0
557,True,0,90,0.0
441,True,0,20,0.0
740,True,0,255,0.0
343,True,0,28,0.0
145,True,0,21,0.0
352,True,0,40,0.0
372,True,0,51,0.0
831,True,0,184,0.0
392,True,0,23,0.0
787,True,0,63,0.0
474,True,0,81,0.0
207,True,0,13,0.0
156,True,0,3,0.0
282,True,0,32,0.0
1218,True,0,329,0.0
288,True,0,32,0.0
492,True,0,59,0.0
1509,True,0,526,0.0
578,True,0,87,0.0
145,True,0,0,0.0
142,True,0,4,0.0
292,True,0,10,0.0
214,True,0,2,0.0
406,True,0,27,0.0
547,True,0,69,0.0
930,True,0,75,0.0
548,True,0,78,0.0
672,True,0,143,0.0
565,True,0,86,0.0
2169,True,0,998,0.0
86,True,0,23,0.0
70,True,0,20,0.0
219,True,0,2,0.0
1135,True,0,194,0.0
522,True,0,50,0.0
333,True,0,20,0.0
911,True,0,85,0.0
505,True,0,48,0.0
680,True,0,85,0.0
479,True,0,59,0.0
1153,True,0,338,0.0
1158,True,0,387,0.0
907,True,0,270,0.0
1010,True,0,295,0.0
278,True,0,38,0.0
466,True,0,28,0.0
467,True,0,26,0.0
1052,True,0,88,0.0
437,True,0,51,0.0
569,True,0,77,0.0
380,True,0,84,0.0
258,True,0,26,0.0
699,True,0,104,0.0
1012,True,0,85,0.0
466,True,0,52,0.0
184,True,0,11,0.0
82,True,0,5,0.0
727,True,0,108,0.0
226,True,0,32,0.0
298,True,0,59,0.0
631,True,0,130,0.0
40,True,0,8,0.0
218,True,0,21,0.0
202,True,0,21,0.0
162,True,0,1,0.0
57,True,0,15,0.0
75,True,0,19,0.0
1311,True,0,138,0.0
45,True,0,9,0.0
784,True,0,68,0.0
383,True,0,50,0.0
1158,True,0,338,0.0
212,True,0,4,0.0
336,True,0,169,0.0
37,True,0,13,0.0
653,True,0,85,0.0
220,True,0,3,0.0
48,True,0,16,0.0
486,True,0,64,0.0
643,True,0,127,0.0
172,True,0,0,0.0
1349,True,0,427,0.0
456,True,0,31,0.0
308,True,0,39,0.0
451,True,0,26,0.0
189,True,0,3,0.0
309,True,0,33,0.0
294,True,0,17,0.0
32,True,0,8,0.0
33,True,0,5,0.0
632,True,0,135,0.0
893,True,0,97,0.0
202,True,0,2,0.0
64,True,0,0,0.0
168,True,0,7,0.0
192,True,0,3,0.0
334,True,0,24,0.0
633,True,0,91,0.0
668,True,0,257,0.0
1061,True,0,73,0.0
490,True,0,107,0.0
471,True,0,24,0.0
390,True,0,54,0.0
518,True,0,61,0.0
742,True,0,103,0.0
249,True,0,10,0.0
2276,True,0,550,0.0
297,True,0,63,0.0
854,True,0,322,0.0
331,True,0,24,0.0
154,True,0,55,0.0
167,True,0,4,0.0
1856,True,0,773,0.0
739,True,0,149,0.0
79,True,0,51,0.0
1434,True,0,593,0.0
642,True,0,163,0.0
648,True,0,133,0.0
391,True,0,60,0.0
600,True,0,82,0.0
786,True,0,125,0.0
928,True,0,198,0.0
36,True,0,12,0.0
704,True,0,96,0.0
803,True,0,120,0.0
643,True,0,76,0.0
176,True,0,0,0.0
172,True,0,0,0.0
613,True,0,164,0.0
167,True,0,31,0.0
271,True,0,29,0.0
1041,True,0,69,0.0
385,True,0,51,0.0
679,True,0,196,0.0
262,True,0,28,0.0
613,True,0,145,0.0
353,True,0,25,0.0
598,True,0,102,0.0
331,True,0,44,0.0
624,True,0,153,0.0
325,True,0,8,0.0
45,True,0,15,0.0
249,True,0,9,0.0
434,True,0,55,0.0
662,True,0,101,0.0
149,True,0,3,0.0
210,True,0,8,0.0
1164,True,0,323,0.0
239,True,0,1,0.0
604,True,0,236,0.0
412,True,0,46,0.0
613,True,0,218,0.0
391,True,0,48,0.0
766,True,0,116,0.0
521,True,0,97,0.0
434,True,0,80,0.0
485,True,0,59,0.0
1102,True,0,295,0.0
398,True,0,54,0.0
1065,True,0,183,0.0
626,True,0,77,0.0
300,True,0,26,0.0
401,True,0,55,0.0
294,True,0,150,0.0
51,True,0,17,0.0
137,True,0,49,0.0
52,True,0,9,0.0
551,True,0,71,0.0
272,True,0,30,0.0
84,True,0,26,0.0
145,True,0,70,0.0
666,True,0,92,0.0
454,True,0,24,0.0
570,True,0,97,0.0
479,True,0,40,0.0
962,True,0,227,0.0
254,True,0,11,0.0
361,True,0,5,0.0
67,True,0,20,0.0
1488,True,0,366,0.0
802,True,0,127,0.0
536,True,0,75,0.0
998,True,0,128,0.0
231,True,0,11,0.0
92,True,0,4,0.0
617,True,0,74,0.0
419,True,0,36,0.0
389,True,0,53,0.0
1107,True,0,72,0.0
323,True,0,14,0.0
234,True,0,11,0.0
275,True,0,4,0.0
76,True,0,24,0.0
307,True,0,35,0.0
1137,True,0,295,0.0
928,True,0,100,0.0
47,True,0,15,0.0
114,True,0,10,0.0
1051,True,0,189,0.0
47,True,0,15,0.0
275,True,0,3,0.0
254,True,0,31,0.0
297,True,0,32,0.0
688,True,0,95,0.0
349,True,0,12,0.0
1170,True,0,502,0.0
205,True,0,3,0.0
214,True,0,2,0.0
64,True,0,21,0.0
485,True,0,62,0.0
1115,True,0,106,0.0
54,True,0,15,0.0
418,True,0,45,0.0
277,True,0,30,0.0
437,True,0,90,0.0
596,True,0,72,0.0
55,True,0,13,0.0
688,True,0,130,0.0
218,True,0,32,0.0
251,True,0,12,0.0
153,True,0,58,0.0
43,True,0,14,0.0
416,True,0,59,0.0
474,True,0,51,0.0
658,True,0,100,0.0
676,True,0,72,0.0
1007,True,0,293,0.0
627,True,0,114,0.0
465,True,0,27,0.0
262,True,0,3,0.0
473,True,0,80,0.0
170,True,0,1,0.0
1143,True,0,95,0.0
212,True,0,13,0.0
128,True,0,3,0.0
170,True,0,0,0.0
893,True,0,81,0.0
107,True,0,39,0.0
522,True,0,57,0.0
499,True,0,58,0.0
362,True,0,25,0.0
275,True,0,35,0.0
845,True,0,61,0.0
1131,True,0,196,0.0
365,True,0,6,0.0
78,True,0,25,0.0
33,True,0,0,0.0
695,True,0,100,0.0
181,True,0,3,0.0
1522,True,0,478,0.0
410,True,0,27,0.0
218,True,0,0,0.0
102,True,0,1,0.0
759,True,0,66,0.0
481,True,0,79,0.0
205,True,0,3,0.0
519,True,0,67,0.0
83,True,0,23,0.0
598,True,0,64,0.0
489,True,0,57,0.0
159,True,0,52,0.0
272,True,0,11,0.0
502,True,0,45,0.0
2244,True,0,978,0.0
130,True,0,49,0.0
970,True,0,349,0.0
465,True,0,91,0.0
225,True,0,22,0.0
521,True,0,132,0.0
782,True,0,115,0.0
123,True,0,27,0.0
795,True,0,310,0.0
589,True,0,140,0.0
249,True,0,2,0.0
634,True,0,86,0.0
708,True,0,184,0.0
328,True,0,37,0.0
80,True,0,18,0.0
38,True,0,13,0.0
283,True,0,21,0.0
425,True,0,55,0.0
382,True,0,49,0.0
211,True,0,3,0.0
279,True,0,29,0.0
1423,True,0,391,0.0
187,True,0,2,0.0
276,True,0,19,0.0
671,True,0,86,0.0
165,True,0,1,0.0
455,True,0,24,0.0
309,True,0,27,0.0
179,True,0,4,0.0
1589,True,0,590,0.0
280,True,0,33,0.0
544,True,0,73,0.0
217,True,0,2,0.0
453,True,0,20,0.0
214,True,0,2,0.0
270,True,0,4,0.0
426,True,0,19,0.0
802,True,0,283,0.0
419,True,0,36,0.0
102,True,0,67,0.0
236,True,0,18,0.0
814,True,0,106,0.0
186,True,0,12,0.0
340,True,0,23,0.0
185,True,0,3,0.0
230,True,0,15,0.0
947,True,0,79,0.0
158,True,0,3,0.0
561,True,0,71,0.0
71,True,0,21,0.0
290,True,0,12,0.0
461,True,0,19,0.0
402,True,0,55,0.0
540,True,0,79,0.0
2417,True,0,652,0.0
888,True,0,185,0.0
726,True,0,232,0.0
584,True,0,109,0.0
1202,True,0,417,0.0
1328,True,0,523,0.0
326,True,0,7,0.0
301,True,0,27,0.0
440,True,0,71,0.0
138,True,0,19,0.0
389,True,0,55,0.0
631,True,0,86,0.0
1025,True,0,83,0.0
42,True,0,14,0.0
1627,True,0,670,0.0
324,True,0,9,0.0
311,True,0,17,0.0
719,True,0,220,0.0
1021,True,0,93,0.0
87,True,0,38,0.0
233,True,0,50,0.0
160,True,0,106,0.0
410,True,0,46,0.0
677,True,0,93,0.0
515,True,0,74,0.0
39,True,0,0,0.0
349,True,0,40,0.0
439,True,0,91,0.0
506,True,0,28,0.0
123,True,0,27,0.0
1957,True,0,575,0.0
187,True,0,1,0.0
825,True,0,51,0.0
1055,True,0,369,0.0
183,True,0,1,0.0
474,True,0,94,0.0
646,True,0,102,0.0
247,True,0,9,0.0
391,True,0,42,0.0
318,True,0,41,0.0
198,True,0,3,0.0
960,True,0,84,0.0
646,True,0,302,0.0
407,True,0,49,0.0
292,True,0,9,0.0
882,True,0,297,0.0
839,True,0,297,0.0
841,True,0,313,0.0
721,True,0,271,0.0
301,True,0,18,0.0
321,True,0,8,0.0
392,True,0,34,0.0
661,True,0,73,0.0
177,True,0,0,0.0
1133,True,0,78,0.0
258,True,0,32,0.0
886,True,0,194,0.0
41,True,0,14,0.0
224,True,0,41,0.0
601,True,0,68,0.0
1241,True,0,119,0.0
524,True,0,44,0.0
493,True,0,58,0.0
108,True,0,50,0.0
413,True,0,29,0.0
81,True,0,2,0.0
292,True,0,10,0.0
428,True,0,217,0.0
1376,True,0,546,0.0
620,True,0,97,0.0
281,True,0,13,0.0
96,True,0,41,0.0
764,True,0,255,0.0
205,True,0,3,0.0
555,True,0,223,0.0
142,True,0,19,0.0
463,True,0,47,0.0
53,True,0,15,0.0
195,True,0,27,0.0
528,True,0,69,0.0
592,True,0,54,0.0
556,True,0,146,0.0
389,True,0,44,0.0
478,True,0,52,0.0
563,True,0,146,0.0
897,True,0,98,0.0
975,True,0,124,0.0
1021,True,0,137,0.0
1121,True,0,493,0.0
587,True,0,72,0.0
442,True,0,41,0.0
232,True,0,8,0.0
342,True,0,21,0.0
222,True,0,19,0.0
700,True,0,65,0.0
1097,True,0,120,0.0
322,True,0,37,0.0
73,True,0,34,0.0
356,True,0,37,0.0
144,True,0,59,0.0
110,True,0,9,0.0
274,True,0,4,0.0
404,True,0,105,0.0
521,True,0,79,0.0
77,True,0,2,0.0
47,True,0,8,0.0
149,True,0,3,0.0
72,True,0,20,0.0
166,True,0,6,0.0
386,True,0,221,0.0
1010,True,0,295,0.0
340,True,0,29,0.0
718,True,0,280,0.0
368,True,0,28,0.0
697,True,0,198,0.0
559,True,0,75,0.0
360,True,0,46,0.0
569,True,0,70,0.0
1162,True,0,503,0.0
537,True,0,99,0.0
250,True,0,23,0.0
642,True,0,92,0.0
61,True,0,18,0.0
121,True,0,4,0.0
491,True,0,79,0.0
612,True,0,236,0.0
101,True,0,17,0.0
503,True,0,70,0.0
695,True,0,124,0.0
581,True,0,136,0.0
534,True,0,130,0.0
265,True,0,30,0.0
273,True,0,40,0.0
259,True,0,24,0.0
419,True,0,90,0.0
377,True,0,23,0.0
1260,True,0,746,0.0
512,True,0,98,0.0
1117,True,0,485,0.0
159,True,0,69,0.0
646,True,0,101,0.0
546,True,0,82,0.0
45,True,0,13,0.0
469,True,0,70,0.0
135,True,0,53,0.0
691,True,0,121,0.0
461,True,0,31,0.0
260,True,0,16,0.0
222,True,0,6,0.0
347,True,0,34,0.0
633,True,0,87,0.0
336,True,0,24,0.0
226,True,0,1,0.0
608,True,0,145,0.0
801,True,0,122,0.0
424,True,0,19,0.0
413,True,0,18,0.0
425,True,0,81,0.0
60,True,0,17,0.0
293,True,0,28,0.0
856,True,0,324,0.0
566,True,0,66,0.0
292,True,0,44,0.0
775,True,0,69,0.0
594,True,0,71,0.0
1087,True,0,173,0.0
586,True,0,102,0.0
717,True,0,237,0.0
1161,True,0,370,0.0
923,True,0,111,0.0
32,True,0,11,0.0
71,True,0,21,0.0
2844,True,0,1124,0.0
53,True,0,8,0.0
296,True,0,40,0.0
1242,True,0,121,0.0
609,True,0,137,0.0
694,True,0,101,0.0
904,True,0,311,0.0
624,True,0,82,0.0
700,True,0,111,0.0
42,True,0,15,0.0
147,True,0,0,0.0
666,True,0,86,0.0
326,True,0,24,0.0
833,True,0,142,0.0
241,True,0,4,0.0
258,True,0,16,0.0
619,True,0,156,0.0
45,True,0,14,0.0
3282,True,0,1316,0.0
138,True,0,36,0.0
359,True,0,46,0.0
560,True,0,183,0.0
30,True,0,6,0.0
31,True,0,7,0.0
628,True,0,89,0.0
561,True,0,43,0.0
201,True,0,3,0.0
324,True,0,23,0.0
1124,True,0,744,0.0
265,True,0,14,0.0
478,True,0,49,0.0
407,True,0,12,0.0
816,True,0,110,0.0
341,True,0,43,0.0
630,True,0,87,0.0
507,True,0,56,0.0
668,True,0,227,0.0
1016,True,0,300,0.0
496,True,0,73,0.0
885,True,0,148,0.0
276,True,0,13,0.0
1354,True,0,472,0.0
174,True,0,7,0.0
380,True,0,64,0.0
865,True,0,324,0.0
626,True,0,114,0.0
355,True,0,23,0.0
914,True,0,103,0.0
887,True,0,321,0.0
179,True,0,7,0.0
395,True,0,32,0.0
51,True,0,15,0.0
641,True,0,89,0.0
538,True,0,86,0.0
1009,True,0,95,0.0
1490,True,0,369,0.0
695,True,0,99,0.0
212,True,0,3,0.0
130,True,0,14,0.0
269,True,0,22,0.0
122,True,0,1,0.0
669,True,0,249,0.0
625,True,0,152,0.0
516,True,0,64,0.0
680,True,0,120,0.0
340,True,0,40,0.0
783,True,0,281,0.0
606,True,0,239,0.0
1154,True,0,642,0.0
1176,True,0,387,0.0
1724,True,0,623,0.0
585,True,0,59,0.0
520,True,0,72,0.0
804,True,0,122,0.0
616,True,0,106,0.0
300,True,0,26,0.0
459,True,0,57,0.0
77,True,0,21,0.0
689,True,0,113,0.0
231,True,0,19,0.0
167,True,0,6,0.0
78,True,0,22,0.0
363,True,0,9,0.0
1333,True,0,268,0.0
840,True,0,274,0.0
152,True,0,0,0.0
346,True,0,36,0.0
36,True,0,12,0.0
452,True,0,22,0.0
1048,True,0,92,0.0
468,True,0,56,0.0
258,True,0,32,0.0
581,True,0,66,0.0
1326,True,0,435,0.0
81,True,0,27,0.0
199,True,0,11,0.0
997,True,0,130,0.0
587,True,0,151,0.0
186,True,0,15,0.0
186,True,0,3,0.0
77,True,0,20,0.0
752,True,0,104,0.0
1151,True,0,75,0.0
710,True,0,118,0.0
493,True,0,69,0.0
290,True,0,7,0.0
268,True,0,19,0.0
1149,True,0,333,0.0
1073,True,0,94,0.0
54,True,0,15,0.0
376,True,0,191,0.0
465,True,0,53,0.0
721,True,0,46,0.0
474,True,0,31,0.0
565,True,0,222,0.0
976,True,0,90,0.0
311,True,0,12,0.0
71,True,0,23,0.0
664,True,0,99,0.0
358,True,0,7,0.0
1204,True,0,91,0.0
664,True,0,256,0.0
673,True,0,240,0.0
576,True,0,166,0.0
241,True,0,2,0.0
299,True,0,39,0.0
510,True,0,92,0.0
37,True,0,9,0.0
810,True,0,62,0.0
297,True,0,28,0.0
1480,True,0,596,0.0
207,True,0,18,0.0
324,True,0,33,0.0
67,True,0,14,0.0
52,True,0,10,0.0
122,True,0,50,0.0
315,True,0,17,0.0
1934,True,0,851,0.0
876,True,0,141,0.0
474,True,0,80,0.0
216,True,0,12,0.0
751,True,0,113,0.0
111,True,0,3,0.0
265,True,0,24,0.0
515,True,0,73,0.0
312,True,0,45,0.0
257,True,0,5,0.0
906,True,0,202,0.0
183,True,0,1,0.0
1296,True,0,542,0.0
367,True,0,45,0.0
546,True,0,68,0.0
931,True,0,106,0.0
1170,True,0,78,0.0
129,True,0,5,0.0
866,True,0,67,0.0
168,True,0,6,0.0
74,True,0,20,0.0
642,True,0,69,0.0
775,True,0,116,0.0
349,True,0,10,0.0
642,True,0,118,0.0
535,True,0,79,0.0
1160,True,0,304,0.0
1272,True,0,373,0.0
214,True,0,0,0.0
495,True,0,59,0.0
357,True,0,9,0.0
1461,True,0,428,0.0
222,True,0,6,0.0
548,True,0,68,0.0
357,True,0,23,0.0
630,True,0,67,0.0
1340,True,0,347,0.0
596,True,0,83,0.0
479,True,0,58,0.0
396,True,0,9,0.0
359,True,0,60,0.0
702,True,0,79,0.0
568,True,0,43,0.0
684,True,0,230,0.0
487,True,0,49,0.0
674,True,0,88,0.0
579,True,0,76,0.0
716,True,0,115,0.0
377,True,0,8,0.0
908,True,0,229,0.0
294,True,0,23,0.0
184,True,0,3,0.0
79,True,0,20,0.0
492,True,0,30,0.0
525,True,0,84,0.0
856,True,0,61,0.0
462,True,0,55,0.0
757,True,0,75,0.0
978,True,0,282,0.0
380,True,0,102,0.0
463,True,0,23,0.0
1033,True,0,343,0.0
504,True,0,112,0.0
736,True,0,104,0.0
533,True,0,89,0.0
160,True,0,4,0.0
43,True,0,15,0.0
283,True,0,25,0.0
281,True,0,34,0.0
301,True,0,27,0.0
1300,True,0,126,0.0
658,True,0,91,0.0
732,True,0,107,0.0
124,True,0,2,0.0
269,True,0,29,0.0
464,True,0,253,0.0
645,True,0,84,0.0
344,True,0,22,0.0
2356,True,0,589,0.0
528,True,0,60,0.0
602,True,0,240,0.0
263,True,0,5,0.0
56,True,0,15,0.0
848,True,0,317,0.0
579,True,0,136,0.0
473,True,0,33,0.0
35,True,0,11,0.0
70,True,0,27,0.0
43,True,0,4,0.0
589,True,0,141,0.0
779,True,0,217,0.0
43,True,0,11,0.0
505,True,0,133,0.0
46,True,0,16,0.0
368,True,0,10,0.0
526,True,0,84,0.0
473,True,0,89,0.0
723,True,0,97,0.0
615,True,0,218,0.0
419,True,0,62,0.0
542,True,0,81,0.0
627,True,0,76,0.0
1514,True,0,383,0.0
1659,True,0,328,0.0
450,True,0,81,0.0
126,True,0,1,0.0
201,True,0,5,0.0
998,True,0,106,0.0
297,True,0,8,0.0
33,True,0,0,0.0
57,True,0,0,0.0
266,True,0,5,0.0
219,True,0,2,0.0
934,True,0,341,0.0
124,True,0,1,0.0
462,True,0,56,0.0
410,True,0,50,0.0
282,True,0,31,0.0
279,True,0,8,0.0
561,True,0,74,0.0
145,True,0,4,0.0
307,True,0,10,0.0
380,True,0,44,0.0
553,True,0,81,0.0
290,True,0,36,0.0
93,True,0,37,0.0
538,True,0,56,0.0
693,True,0,66,0.0
286,True,0,5,0.0
375,True,0,43,0.0
1188,True,0,83,0.0
2128,True,0,478,0.0
474,True,0,53,0.0
1417,True,0,580,0.0
441,True,0,54,0.0
303,True,0,36,0.0
536,True,0,42,0.0
47,True,0,14,0.0
686,True,0,119,0.0
554,True,0,222,0.0
430,True,0,11,0.0
861,True,0,84,0.0
164,True,0,10,0.0
399,True,0,42,0.0
164,True,0,9,0.0
255,True,0,5,0.0
782,True,0,131,0.0
869,True,0,73,0.0
446,True,0,35,0.0
49,True,0,18,0.0
240,True,0,124,0.0
325,True,0,36,0.0
691,True,0,144,0.0
166,True,0,31,0.0
409,True,0,30,0.0
741,True,0,60,0.0
45,True,0,12,0.0
1325,True,0,344,0.0
1105,True,0,91,0.0
299,True,0,19,0.0
101,True,0,37,0.0
520,True,0,74,0.0
1221,True,0,98,0.0
777,True,0,310,0.0
2274,True,0,659,0.0
1344,True,0,352,0.0
644,True,0,83,0.0
252,True,0,11,0.0
1014,True,0,82,0.0
44,True,0,19,0.0
547,True,0,76,0.0
37,True,0,0,0.0
282,True,0,44,0.0
331,True,0,34,0.0
69,True,0,19,0.0
667,True,0,263,0.0
313,True,0,55,0.0
689,True,0,48,0.0
715,True,0,182,0.0
313,True,0,22,0.0
664,True,0,92,0.0
385,True,0,24,0.0
1216,True,0,336,0.0
286,True,0,4,0.0
159,True,0,3,0.0
454,True,0,119,0.0
853,True,0,131,0.0
291,True,0,26,0.0
173,True,0,9,0.0
502,True,0,59,0.0
188,True,0,4,0.0
64,True,0,22,0.0
139,True,0,0,0.0
643,True,0,86,0.0
294,True,0,22,0.0
2239,True,0,533,0.0
273,True,0,37,0.0
829,True,0,113,0.0
551,True,0,56,0.0
209,True,0,4,0.0
1064,True,0,629,0.0
34,True,0,5,0.0
48,True,0,14,0.0
654,True,0,50,0.0
377,True,0,6,0.0
330,True,0,6,0.0
455,True,0,21,0.0
994,True,0,76,0.0
71,True,0,10,0.0
575,True,0,135,0.0
378,True,0,33,0.0
521,True,0,76,0.0
763,True,0,116,0.0
384,True,0,21,0.0
373,True,0,12,0.0
1344,True,0,438,0.0
1424,True,0,362,0.0
629,True,0,82,0.0
585,True,0,80,0.0
54,True,0,22,0.0
601,True,0,85,0.0
213,True,0,7,0.0
250,True,0,5,0.0
189,True,0,2,0.0
99,True,0,18,0.0
395,True,0,41,0.0
425,True,0,79,0.0
1263,True,0,108,0.0
834,True,0,116,0.0
35,True,0,12,0.0
1019,True,0,127,0.0
1050,True,0,173,0.0
1040,True,0,95,0.0
1232,True,0,99,0.0
1281,True,0,411,0.0
679,True,0,87,0.0
608,True,0,144,0.0
1072,True,0,379,0.0
1428,True,0,825,0.0
554,True,0,70,0.0
228,True,0,20,0.0
770,True,0,279,0.0
666,True,0,97,0.0
533,True,0,64,0.0
72,True,0,24,0.0
190,True,0,3,0.0
385,True,0,43,0.0
164,True,0,1,0.0
479,True,0,26,0.0
987,True,0,169,0.0
424,True,0,47,0.0
1230,True,0,322,0.0
621,True,0,104,0.0
1236,True,0,121,0.0
398,True,0,25,0.0
294,True,0,44,0.0
392,True,0,52,0.0
493,True,0,65,0.0
1314,True,0,354,0.0
166,True,0,4,0.0
89,True,0,12,0.0
720,True,0,92,0.0
1296,True,0,327,0.0
1053,True,0,80,0.0
681,True,0,224,0.0
414,True,0,44,0.0
61,True,0,17,0.0
1954,True,0,1048,0.0
293,True,0,10,0.0
170,True,0,4,0.0
214,True,0,3,0.0
991,True,0,325,0.0
1045,True,0,96,0.0
474,True,0,25,0.0
627,True,0,53,0.0
837,True,0,318,0.0
578,True,0,80,0.0
606,True,0,155,0.0
504,True,0,56,0.0
324,True,0,9,0.0
444,True,0,89,0.0
90,True,0,40,0.0
356,True,0,39,0.0
723,True,0,99,0.0
1249,True,0,331,0.0
264,True,0,29,0.0
54,True,0,13,0.0
143,True,0,0,0.0
435,True,0,60,0.0
721,True,0,92,0.0
393,True,0,37,0.0
617,True,0,84,0.0
367,True,0,41,0.0
412,True,0,52,0.0
740,True,0,264,0.0
637,True,0,70,0.0
547,True,0,68,0.0
1257,True,0,105,0.0
1290,True,0,318,0.0
368,True,0,11,0.0
791,True,0,146,0.0
377,True,0,57,0.0
1004,True,0,295,0.0
1144,True,0,194,0.0
331,True,0,44,0.0
248,True,0,27,0.0
640,True,0,88,0.0
580,True,0,139,0.0
61,True,0,0,0.0
170,True,0,1,0.0
433,True,0,22,0.0
308,True,0,34,0.0
740,True,0,99,0.0
769,True,0,216,0.0
58,True,0,0,0.0
179,True,0,2,0.0
368,True,0,48,0.0
251,True,0,10,0.0
431,True,0,58,0.0
617,True,0,225,0.0
471,True,0,25,0.0
614,True,0,87,0.0
1310,True,0,127,0.0
53,True,0,16,0.0
1626,True,0,494,0.0
47,True,0,14,0.0
1019,True,0,81,0.0
563,True,0,80,0.0
1366,True,0,791,0.0
696,True,0,103,0.0
540,True,0,91,0.0
732,True,0,56,0.0
448,True,0,49,0.0
368,True,0,29,0.0
159,True,0,13,0.0
705,True,0,63,0.0
161,True,0,6,0.0
732,True,0,148,0.0
942,True,0,106,0.0
965,True,0,341,0.0
253,True,0,5,0.0
726,True,0,286,0.0
171,True,0,9,0.0
846,True,0,59,0.0
32,True,0,8,0.0
1434,True,0,423,0.0
573,True,0,124,0.0
191,True,0,2,0.0
353,True,0,53,0.0
569,True,0,66,0.0
339,True,0,45,0.0
472,True,0,78,0.0
171,True,0,1,0.0
39,True,0,12,0.0
1085,True,0,324,0.0
1126,True,0,93,0.0
351,True,0,4,0.0
256,True,0,25,0.0
542,True,0,93,0.0
1206,True,0,96,0.0
33,True,0,0,0.0
595,True,0,51,0.0
255,True,0,31,0.0
438,True,0,54,0.0
63,True,0,12,0.0
1068,True,0,117,0.0
83,True,0,11,0.0
352,True,0,80,0.0
282,True,0,36,0.0
308,True,0,11,0.0
892,True,0,73,0.0
347,True,0,49,0.0
54,True,0,2,0.0
293,True,0,23,0.0
282,True,0,9,0.0
693,True,0,262,0.0
721,True,0,183,0.0
468,True,0,97,0.0
278,True,0,3,0.0
442,True,0,22,0.0
510,True,0,44,0.0
932,True,0,313,0.0
250,True,0,11,0.0
486,True,0,57,0.0
311,True,0,39,0.0
639,True,0,87,0.0
592,True,0,61,0.0
35,True,0,12,0.0
384,True,0,52,0.0
642,True,0,103,0.0
389,True,0,34,0.0
586,True,0,203,0.0
844,True,0,60,0.0
125,True,0,0,0.0
641,True,0,132,0.0
484,True,0,103,0.0
1085,True,0,312,0.0
522,True,0,53,0.0
1204,True,0,86,0.0
601,True,0,143,0.0
45,True,0,12,0.0
90,True,0,31,0.0
86,True,0,24,0.0
306,True,0,17,0.0
321,True,0,24,0.0
193,True,0,2,0.0
280,True,0,5,0.0
632,True,0,172,0.0
144,True,0,18,0.0
407,True,0,79,0.0
364,True,0,21,0.0
254,True,0,11,0.0
1061,True,0,54,0.0
2238,True,0,512,0.0
1100,True,0,277,0.0
462,True,0,66,0.0
1092,True,0,99,0.0
639,True,0,81,0.0
352,True,0,35,0.0
388,True,0,11,0.0
132,True,0,14,0.0
340,True,0,37,0.0
296,True,0,7,0.0
1079,True,0,474,0.0
463,True,0,88,0.0
392,True,0,50,0.0
599,True,0,144,0.0
309,True,0,29,0.0
371,True,0,51,0.0
256,True,0,14,0.0
458,True,0,24,0.0
25,True,0,4,0.0
119,True,0,1,0.0
718,True,0,241,0.0
1142,True,0,290,0.0
714,True,0,279,0.0
182,True,0,22,0.0
70,True,0,21,0.0
124,True,0,24,0.0
391,True,0,39,0.0
650,True,0,258,0.0
200,True,0,12,0.0
1507,True,0,649,0.0
271,True,0,11,0.0
720,True,0,284,0.0
330,True,0,25,0.0
602,True,0,240,0.0
170,True,0,1,0.0
417,True,0,12,0.0
44,True,0,11,0.0
60,True,0,40,0.0
78,True,0,25,0.0
1156,True,0,301,0.0
485,True,0,36,0.0
473,True,0,89,0.0
508,True,0,50,0.0
