modo,RF_ACC,RF_BAL,RF_TIME,LOG_ACC,LOG_BAL,LOG_TIME
original,0.869,0.6389818048536172,6.223395109176636,0.671875,0.7376454710257454,0.8310275077819824
sin_relleno,0.870125,0.6406369895986018,6.2101593017578125,0.672125,0.7376982442591614,0.8676774501800537
