nivel,grupo,variable,N,media,mediana,std,min,max,q25,q75
clase,EA,skew,814,2.4110767052340316,2.3008610497372555,0.9597888299329451,-1.6718245403596046,9.447861578185249,1.8218015629655029,2.92863767251825
clase,EA,eta,814,1.3659019015016582,1.3980128360296677,0.3579322227422454,0.06120214117654388,2.4113037988265384,1.1468388706942285,1.611096290609901
clase,EA,inter_percentile_range_25,814,0.20414812588281656,0.180139422416687,0.12094696462718847,0.0171201229095459,1.121290683746338,0.1197638213634491,0.2648470401763916
clase,EA,standard_deviation,814,0.14129048126362823,0.1312459625068939,0.06683100695562146,0.009415942813628002,0.5411442961616827,0.09519650607339528,0.17407083071623022
clase,EA,median_absolute_deviation,814,0.03195310459090099,0.028845548629760742,0.016881348371405397,0.0045757293701171875,0.18378973007202148,0.02180027961730957,0.03873276710510254
clase,EA,stetson_K,814,0.6562573659419514,0.66166138611477,0.08737464159038945,0.3327888209589372,0.8915374353100469,0.598767682906587,0.7167363309645591
clase,EW,skew,5414,0.5622153891709164,0.5004163511272787,0.7447216420504912,-9.219379579581801,19.610174996174713,0.2582883645567722,0.7574824044289334
clase,EW,eta,5414,1.3619794792138693,1.399999710770276,0.35057709439293405,0.12163367208649624,2.85050168940722,1.1247618861825275,1.5957096659860615
clase,EW,inter_percentile_range_25,5414,0.30304542922603717,0.2832993268966675,0.14800850122344558,0.023369193077087402,1.9101815223693848,0.1846064329147339,0.40898144245147705
clase,EW,standard_deviation,5414,0.12522150778356514,0.11686280471893376,0.06036699865196273,0.01130314222554668,0.8508810161771848,0.07808072540730528,0.1679023716244989
clase,EW,median_absolute_deviation,5414,0.08192137875678489,0.08081483840942383,0.03546302141703769,0.0061740875244140625,0.6439065933227539,0.05561256408691406,0.10600411891937256
clase,EW,stetson_K,5414,0.845114839835692,0.8562618553922888,0.04817379454722415,0.3157155224755755,0.980305969471216,0.8337160827409233,0.8722973126179199
clase,LPV,skew,87,0.27864841349471586,0.37170976933606936,0.5864271221647337,-1.587704076575041,1.4550438092150078,-0.08311864476982028,0.6545756751985676
clase,LPV,eta,87,0.19921652425630973,0.10512345624213329,0.36961947352364033,0.011217090876989286,1.8887879889525252,0.051654612532078495,0.1511897476647482
clase,LPV,inter_percentile_range_25,87,1.506267980597485,1.146159291267395,1.1310539513202365,0.0348513126373291,5.089529991149902,0.6494474411010742,2.2725824117660522
clase,LPV,standard_deviation,87,0.6185701938248265,0.507442865297928,0.44404716880507494,0.016717787578242712,2.1047963141640733,0.28848696164774973,0.9113656550916923
clase,LPV,median_absolute_deviation,87,0.4334483365902955,0.3169059753417969,0.3726026784993602,0.009820938110351562,2.208484172821045,0.19251394271850586,0.5601303577423096
clase,LPV,stetson_K,87,0.8306742472673087,0.8410176428978187,0.05023084624408975,0.6696537748064277,0.949225509175683,0.8079801253043861,0.8627058884697163
clase,RRab,skew,394,-0.4321644027775695,-0.4290179219028226,0.40300448556763513,-2.391756860379441,1.874663475195661,-0.652142769024994,-0.18308617544281913
clase,RRab,eta,394,1.5008236877911914,1.5268961163296226,0.37069592345827723,0.21047803341611654,2.485137440541893,1.2899960997742643,1.749688628540204
clase,RRab,inter_percentile_range_25,394,0.4660468624933117,0.4792526960372925,0.17368970551748142,0.027850627899169922,1.5405349731445312,0.36663907766342163,0.5769716501235962
clase,RRab,standard_deviation,394,0.1943901901146043,0.20159354220816478,0.07130812861089995,0.012994785088977862,0.5740585123772107,0.1509584108589879,0.24333294868399682
clase,RRab,median_absolute_deviation,394,0.13028842906661445,0.13344407081604004,0.04571735370044764,0.007946968078613281,0.29264354705810547,0.10802936553955078,0.15761184692382812
clase,RRab,stetson_K,394,0.8444718970071564,0.8502377661627748,0.03575838505063915,0.6568821019630944,0.934756155603899,0.8308085599919826,0.8654324392462974
clase,RRc,skew,934,0.012441933054091015,0.0020888020480883886,0.29418782719538916,-1.143062308541569,3.2627372976145654,-0.1150461019860625,0.11387175379911069
clase,RRc,eta,934,1.4236736544405484,1.4492013346912038,0.35799947627450335,0.3545119703218229,2.350720334862607,1.1780255258343366,1.6701989400644874
clase,RRc,inter_percentile_range_25,934,0.3240405220291089,0.32752692699432373,0.07539000370250448,0.02741110324859619,0.7430498600006104,0.29684364795684814,0.3693448305130005
clase,RRc,standard_deviation,934,0.13107544059897105,0.13278692121430224,0.030593949266046902,0.013193843019426124,0.3213872722111683,0.11863110425709175,0.14884724995403684
clase,RRc,median_absolute_deviation,934,0.11660285986465356,0.1203913688659668,0.031141881632363616,0.007793426513671875,0.19730854034423828,0.10231828689575195,0.13704347610473633
clase,RRc,stetson_K,934,0.8841774634731527,0.8935284196508344,0.03305714540121681,0.6854782394614575,0.9439575598354387,0.870494713977034,0.9054236910129235
clase,RRd,skew,85,-0.06825893472313192,-0.10331021824575717,0.7864564714369762,-1.158317164098361,6.091058113830543,-0.41126427715266844,0.08688122625235724
clase,RRd,eta,85,1.3900794095583864,1.3918325868818229,0.3852532018983059,0.15216346727693428,2.128416527499983,1.190726323637978,1.6557412062533825
clase,RRd,inter_percentile_range_25,85,0.33379297957700843,0.3265526294708252,0.06663098479214632,0.14473986625671387,0.4690847396850586,0.2953650951385498,0.3705158233642578
clase,RRd,standard_deviation,85,0.1356202041561681,0.13557447378373613,0.025846964771716986,0.06269976499038142,0.19772036096319273,0.12193785164743956,0.15080716748154918
clase,RRd,median_absolute_deviation,85,0.10736525479485007,0.10712528228759766,0.023771762887657536,0.04107666015625,0.17857027053833008,0.0931396484375,0.12126827239990234
clase,RRd,stetson_K,85,0.8514931514014246,0.8622682790877817,0.05070987045555788,0.6333022788785206,0.9383634205733998,0.8148880027154617,0.8919405177636248
clase,RS CVn,skew,272,0.44223786435384543,0.1641239675394025,1.7189499154960526,-3.3994413701542543,13.59833025877006,-0.13162207129203146,0.4675180494291097
clase,RS CVn,eta,272,1.0346454603042876,1.0433453408667759,0.5120570908539323,0.03149265495474969,2.1800657975463253,0.6638938465236909,1.460464040303578
clase,RS CVn,inter_percentile_range_25,272,0.16554185879581115,0.1370983123779297,0.11031809874088745,0.027367591857910156,0.9936046600341797,0.1022038459777832,0.20670467615127563
clase,RS CVn,standard_deviation,272,0.071919731218752,0.059806710955052064,0.045654641070885287,0.012873043547365905,0.42821013591572094,0.04560464688016526,0.08875656234932164
clase,RS CVn,median_absolute_deviation,272,0.04941424376824323,0.04076075553894043,0.034505437779669156,0.0077610015869140625,0.2639617919921875,0.027757763862609863,0.05878937244415283
clase,RS CVn,stetson_K,272,0.8008131621613979,0.8115452507394207,0.07208534245797461,0.26528640672636294,0.9144067580680626,0.777560145863674,0.8392153886995734
